number,value,datetime_start,datetime_complete,duration,params_activation,params_batch_size,params_lr,params_num_layers,params_size_layers,state
334,0.0003580495831556618,2025-07-12 17:51:10.468114,2025-07-12 17:51:25.078318,0 days 00:00:14.610204,identity,16,0.000518267423318549,1,113,COMPLETE
335,0.000357740354957059,2025-07-12 17:51:25.078823,2025-07-12 17:51:39.717397,0 days 00:00:14.638574,identity,16,0.0007278032863900532,1,120,COMPLETE
336,0.00035771194961853325,2025-07-12 17:51:39.717778,2025-07-12 17:51:54.353635,0 days 00:00:14.635857,identity,16,0.0005662024455473731,1,125,COMPLETE
337,0.00044492437154985964,2025-07-12 17:51:54.353952,2025-07-12 17:52:08.951078,0 days 00:00:14.597126,identity,16,0.001528358111608597,1,116,COMPLETE
338,0.0003624928940553218,2025-07-12 17:52:08.951629,2025-07-12 17:52:23.595752,0 days 00:00:14.644123,identity,16,0.0006513327244550183,1,119,COMPLETE
339,0.00035770106478594244,2025-07-12 17:52:23.596335,2025-07-12 17:52:38.227461,0 days 00:00:14.631126,identity,16,0.0004760561539663719,1,113,COMPLETE
340,0.0003891780215781182,2025-07-12 17:52:38.227808,2025-07-12 17:53:07.106523,0 days 00:00:28.878715,identity,16,0.0006076346020388183,4,116,COMPLETE
341,0.00039512853254564106,2025-07-12 17:53:07.107145,2025-07-12 17:53:21.626029,0 days 00:00:14.518884,identity,16,0.0009814760174821234,1,20,COMPLETE
342,0.00038911012234166265,2025-07-12 17:53:21.626562,2025-07-12 17:53:36.277524,0 days 00:00:14.650962,identity,16,0.0011192160288788261,1,122,COMPLETE
343,0.0003577337774913758,2025-07-12 17:53:36.277867,2025-07-12 17:53:50.911533,0 days 00:00:14.633666,identity,16,0.0007143079882187523,1,125,COMPLETE
344,1.6183620691299438,2025-07-12 17:53:50.911914,2025-07-12 17:54:06.347584,0 days 00:00:15.435670,relu,16,0.0008632015434819199,1,111,COMPLETE
345,0.0005166693590581417,2025-07-12 17:54:06.348176,2025-07-12 17:54:11.654493,0 days 00:00:05.306317,identity,64,0.0005445452142996315,1,118,COMPLETE
346,0.0003588042454794049,2025-07-12 17:54:11.654834,2025-07-12 17:54:26.282851,0 days 00:00:14.628017,identity,16,0.0006633242402227037,1,114,COMPLETE
347,0.00038780373870395124,2025-07-12 17:54:26.283429,2025-07-12 17:54:45.172914,0 days 00:00:18.889485,identity,16,0.0007566377648399342,2,70,COMPLETE
348,0.0003595066082198173,2025-07-12 17:54:45.173475,2025-07-12 17:54:59.748498,0 days 00:00:14.575023,identity,16,0.0005984587364327966,1,94,COMPLETE
349,0.000357556069502607,2025-07-12 17:54:59.748871,2025-07-12 17:55:14.343222,0 days 00:00:14.594351,identity,16,0.0005114952727618872,1,128,COMPLETE
350,0.0005117706605233252,2025-07-12 17:55:14.343545,2025-07-12 17:55:22.946004,0 days 00:00:08.602459,identity,32,0.0004563972934861901,1,127,COMPLETE
351,0.0003864512837026268,2025-07-12 17:55:22.946530,2025-07-12 17:55:47.577577,0 days 00:00:24.631047,identity,16,0.0004915428847753672,3,128,COMPLETE
352,0.0003602469223551452,2025-07-12 17:55:47.577963,2025-07-12 17:56:02.241389,0 days 00:00:14.663426,identity,16,0.00040912651839251847,1,126,COMPLETE
353,0.00036927592009305954,2025-07-12 17:56:02.241920,2025-07-12 17:56:16.802626,0 days 00:00:14.560706,identity,16,0.000520878155922298,1,88,COMPLETE
354,0.00035950448364019394,2025-07-12 17:56:16.802979,2025-07-12 17:56:31.387421,0 days 00:00:14.584442,identity,16,0.0005657103993103622,1,124,COMPLETE
355,0.0003641772782430053,2025-07-12 17:56:31.387789,2025-07-12 17:56:45.957890,0 days 00:00:14.570101,identity,16,0.0005105078642048058,1,128,COMPLETE
356,0.0005143636371940374,2025-07-12 17:56:45.958444,2025-07-12 17:56:49.604719,0 days 00:00:03.646275,identity,128,0.0004362856429478022,1,121,COMPLETE
357,0.0003576320596039295,2025-07-12 17:56:49.605046,2025-07-12 17:57:04.252541,0 days 00:00:14.647495,identity,16,0.0005717220783854916,1,123,COMPLETE
358,0.0003681778034660965,2025-07-12 17:57:04.253119,2025-07-12 17:57:18.875138,0 days 00:00:14.622019,identity,16,0.00047563970013928604,1,124,COMPLETE
359,0.0003589465341065079,2025-07-12 17:57:18.875894,2025-07-12 17:57:33.479272,0 days 00:00:14.603378,identity,16,0.0005446777475737537,1,122,COMPLETE
360,0.00035954758641310036,2025-07-12 17:57:33.479615,2025-07-12 17:57:48.085262,0 days 00:00:14.605647,identity,16,0.0005668967824465719,1,125,COMPLETE
361,0.0003588203981053084,2025-07-12 17:57:48.085837,2025-07-12 17:58:02.682852,0 days 00:00:14.597015,identity,16,0.004970756605589051,1,126,COMPLETE
362,0.0003623737138696015,2025-07-12 17:58:02.683404,2025-07-12 17:58:17.269813,0 days 00:00:14.586409,identity,16,0.0005075142517953475,1,123,COMPLETE
363,0.0003583689103834331,2025-07-12 17:58:17.270132,2025-07-12 17:58:31.880620,0 days 00:00:14.610488,identity,16,0.0005999076679135291,1,119,COMPLETE
364,0.0004396617296151817,2025-07-12 17:58:31.881199,2025-07-12 17:58:47.299567,0 days 00:00:15.418368,relu,16,0.0006877718211958088,1,128,COMPLETE
365,0.0003730186144821346,2025-07-12 17:58:47.300156,2025-07-12 17:59:01.897437,0 days 00:00:14.597281,identity,16,0.0007732441510129266,1,121,COMPLETE
366,0.00035996735095977783,2025-07-12 17:59:01.898015,2025-07-12 17:59:16.504880,0 days 00:00:14.606865,identity,16,0.0008875054765255507,1,123,COMPLETE
367,0.0003646812110673636,2025-07-12 17:59:16.505225,2025-07-12 17:59:31.098967,0 days 00:00:14.593742,identity,16,0.0006232588878780397,1,120,COMPLETE
368,0.0003663579700514674,2025-07-12 17:59:31.099553,2025-07-12 17:59:45.700110,0 days 00:00:14.600557,identity,16,0.0005479211465212623,1,118,COMPLETE
369,0.00036131058004684746,2025-07-12 17:59:45.700691,2025-07-12 18:00:00.303758,0 days 00:00:14.603067,identity,16,0.0030424829999417835,1,115,COMPLETE
370,0.0004911988507956266,2025-07-12 18:00:00.304341,2025-07-12 18:00:05.599986,0 days 00:00:05.295645,identity,64,0.0012225861531099797,1,126,COMPLETE
371,0.000364518171409145,2025-07-12 18:00:05.600322,2025-07-12 18:00:25.377053,0 days 00:00:19.776731,identity,16,0.00048275584169862055,2,111,COMPLETE
372,0.0003622813383117318,2025-07-12 18:00:25.377604,2025-07-12 18:00:40.047436,0 days 00:00:14.669832,identity,16,0.0006890766443755777,1,123,COMPLETE
373,0.0003607052203733474,2025-07-12 18:00:40.047831,2025-07-12 18:00:54.680481,0 days 00:00:14.632650,identity,16,0.0005990662377569864,1,117,COMPLETE
374,0.00037162817898206413,2025-07-12 18:00:54.680808,2025-07-12 18:01:09.275808,0 days 00:00:14.595000,identity,16,0.00044538977107784825,1,120,COMPLETE
375,0.00035848512197844684,2025-07-12 18:01:09.276319,2025-07-12 18:01:23.933026,0 days 00:00:14.656707,identity,16,0.0008029607759502104,1,114,COMPLETE
376,0.00047581468243151903,2025-07-12 18:01:23.933424,2025-07-12 18:01:32.545845,0 days 00:00:08.612421,identity,32,0.0006454367633627656,1,126,COMPLETE
377,0.0003594065783545375,2025-07-12 18:01:32.546171,2025-07-12 18:01:47.167616,0 days 00:00:14.621445,identity,16,0.0005246081611820549,1,112,COMPLETE
378,0.00040266269934363663,2025-07-12 18:01:47.168202,2025-07-12 18:02:01.824914,0 days 00:00:14.656712,identity,16,0.0009283836322736359,1,121,COMPLETE
379,0.00035838436451740563,2025-07-12 18:02:01.825500,2025-07-12 18:02:16.464897,0 days 00:00:14.639397,identity,16,0.0005730525087231255,1,118,COMPLETE
380,0.0003579491749405861,2025-07-12 18:02:16.465242,2025-07-12 18:02:31.087458,0 days 00:00:14.622216,identity,16,0.000713126293826053,1,124,COMPLETE
381,0.0005102307768538594,2025-07-12 18:02:31.088048,2025-07-12 18:02:34.748680,0 days 00:00:03.660632,identity,128,0.0006475998913941238,1,109,COMPLETE
382,0.00039122856105677783,2025-07-12 18:02:34.749020,2025-07-12 18:02:49.363514,0 days 00:00:14.614494,identity,16,0.009857447563802265,1,128,COMPLETE
383,0.005709005519747734,2025-07-12 18:02:49.364117,2025-07-12 18:03:04.792323,0 days 00:00:15.428206,relu,16,0.0005790826621495268,1,115,COMPLETE
384,0.00035833893343806267,2025-07-12 18:03:04.792907,2025-07-12 18:03:19.396029,0 days 00:00:14.603122,identity,16,0.0005165223182847776,1,117,COMPLETE
385,0.00038773834239691496,2025-07-12 18:03:19.396618,2025-07-12 18:03:34.006414,0 days 00:00:14.609796,identity,16,0.0007100658790935032,1,113,COMPLETE
386,0.0003632479056250304,2025-07-12 18:03:34.006784,2025-07-12 18:03:48.677711,0 days 00:00:14.670927,identity,16,0.0006178568874533858,1,122,COMPLETE
387,0.00035855566966347396,2025-07-12 18:03:48.678324,2025-07-12 18:04:03.312500,0 days 00:00:14.634176,identity,16,0.0008176021670147542,1,110,COMPLETE
388,0.0003649172140285373,2025-07-12 18:04:03.313097,2025-07-12 18:04:17.940618,0 days 00:00:14.627521,identity,16,0.0004770734034038861,1,125,COMPLETE
389,0.000357960001565516,2025-07-12 18:04:17.940972,2025-07-12 18:04:32.546674,0 days 00:00:14.605702,identity,16,0.0005563222070323123,1,120,COMPLETE
390,0.0003583582292776555,2025-07-12 18:04:32.547289,2025-07-12 18:04:47.143759,0 days 00:00:14.596470,identity,16,0.0007554551754018974,1,116,COMPLETE
391,0.00035805001971311867,2025-07-12 18:04:47.144359,2025-07-12 18:05:01.737374,0 days 00:00:14.593015,identity,16,0.0006602840723869958,1,112,COMPLETE
392,0.00035874758032150567,2025-07-12 18:05:01.737969,2025-07-12 18:05:16.349815,0 days 00:00:14.611846,identity,16,0.0005896109708870053,1,123,COMPLETE
393,0.000364552135579288,2025-07-12 18:05:16.350163,2025-07-12 18:05:30.967441,0 days 00:00:14.617278,identity,16,0.000534184635302543,1,119,COMPLETE
394,0.00037475742283277214,2025-07-12 18:05:30.968043,2025-07-12 18:05:50.691984,0 days 00:00:19.723941,identity,16,0.0010137685704581486,2,114,COMPLETE
395,0.0005165899056009948,2025-07-12 18:05:50.692527,2025-07-12 18:05:55.986840,0 days 00:00:05.294313,identity,64,0.0006766050758086193,1,128,COMPLETE
396,0.0003600585332605988,2025-07-12 18:05:55.987192,2025-07-12 18:06:10.627329,0 days 00:00:14.640137,identity,16,0.00043643837984891365,1,118,COMPLETE
397,0.00035805118386633694,2025-07-12 18:06:10.627746,2025-07-12 18:06:25.276965,0 days 00:00:14.649219,identity,16,0.0006285823354157508,1,107,COMPLETE
398,0.00038854777812957764,2025-07-12 18:06:25.277493,2025-07-12 18:06:39.921255,0 days 00:00:14.643762,identity,16,0.0007583617992711368,1,121,COMPLETE
399,0.0005090326885692775,2025-07-12 18:06:39.921675,2025-07-12 18:06:48.545484,0 days 00:00:08.623809,identity,32,0.0005293372127328146,1,110,COMPLETE
400,0.0003579418989829719,2025-07-12 18:06:48.545819,2025-07-12 18:07:03.170593,0 days 00:00:14.624774,identity,16,0.00048199508220771474,1,125,COMPLETE
401,0.0003578274336177856,2025-07-12 18:07:03.171205,2025-07-12 18:07:17.800767,0 days 00:00:14.629562,identity,16,0.0005876680025623345,1,115,COMPLETE
402,0.0008408185094594955,2025-07-12 18:07:17.801119,2025-07-12 18:07:33.262551,0 days 00:00:15.461432,relu,16,0.0006952272721078105,1,117,COMPLETE
403,0.00035919391666539013,2025-07-12 18:07:33.263185,2025-07-12 18:07:47.859669,0 days 00:00:14.596484,identity,16,0.0008782083556337596,1,123,COMPLETE
404,0.00035829219268634915,2025-07-12 18:07:47.860279,2025-07-12 18:08:02.434644,0 days 00:00:14.574365,identity,16,0.0006246388504370932,1,112,COMPLETE
405,0.00043582834769040346,2025-07-12 18:08:02.435254,2025-07-12 18:08:07.216649,0 days 00:00:04.781395,identity,128,0.008442035766298641,2,126,COMPLETE
406,0.000361079815775156,2025-07-12 18:08:07.217029,2025-07-12 18:08:21.798014,0 days 00:00:14.580985,identity,16,0.0005547546274731291,1,99,COMPLETE
407,0.00035762443440034986,2025-07-12 18:08:21.798582,2025-07-12 18:08:36.411264,0 days 00:00:14.612682,identity,16,0.0008077670021402056,1,103,COMPLETE
408,0.00037612521555274725,2025-07-12 18:08:36.411634,2025-07-12 18:09:04.785377,0 days 00:00:28.373743,identity,16,0.0009674416192542269,4,102,COMPLETE
409,0.0003680014342535287,2025-07-12 18:09:04.786007,2025-07-12 18:09:19.386672,0 days 00:00:14.600665,identity,16,0.0008194111008230919,1,104,COMPLETE
410,0.0003956661676056683,2025-07-12 18:09:19.387100,2025-07-12 18:09:33.926448,0 days 00:00:14.539348,identity,16,0.0010678583476333074,1,99,COMPLETE
411,0.00035792923881672323,2025-07-12 18:09:33.926808,2025-07-12 18:09:48.517648,0 days 00:00:14.590840,identity,16,0.0008600524422829834,1,102,COMPLETE
412,0.000374203926185146,2025-07-12 18:09:48.518198,2025-07-12 18:10:03.116215,0 days 00:00:14.598017,identity,16,0.0007519663598291244,1,107,COMPLETE
413,0.00036459218244999647,2025-07-12 18:10:03.116635,2025-07-12 18:10:17.711103,0 days 00:00:14.594468,identity,16,0.0008034596715282043,1,106,COMPLETE
414,0.0003581367200240493,2025-07-12 18:10:17.711445,2025-07-12 18:10:32.235380,0 days 00:00:14.523935,identity,16,0.0003980429002375711,1,96,COMPLETE
415,0.0003930969978682697,2025-07-12 18:10:32.236000,2025-07-12 18:10:56.522516,0 days 00:00:24.286516,identity,16,0.000687754255748118,3,110,COMPLETE
416,0.0004902430227957666,2025-07-12 18:10:56.523107,2025-07-12 18:11:10.973950,0 days 00:00:14.450843,identity,16,0.0009546853766787836,1,9,COMPLETE
417,0.00035901510273106396,2025-07-12 18:11:10.974377,2025-07-12 18:11:25.562300,0 days 00:00:14.587923,identity,16,0.0007316385302308838,1,105,COMPLETE
418,0.00035808878601528704,2025-07-12 18:11:25.562845,2025-07-12 18:11:40.140615,0 days 00:00:14.577770,identity,16,0.0004958366386493444,1,114,COMPLETE
419,0.00041599420364946127,2025-07-12 18:11:40.141035,2025-07-12 18:11:45.430498,0 days 00:00:05.289463,identity,64,0.0006332024056095697,1,109,COMPLETE
420,0.00037302609416656196,2025-07-12 18:11:45.430841,2025-07-12 18:11:59.997900,0 days 00:00:14.567059,identity,16,0.0008297150470532224,1,116,COMPLETE
421,0.00038864678936079144,2025-07-12 18:11:59.998496,2025-07-12 18:12:14.602167,0 days 00:00:14.603671,identity,16,0.0007361674419496086,1,119,COMPLETE
422,0.0005179058061912656,2025-07-12 18:12:14.602522,2025-07-12 18:12:29.186977,0 days 00:00:14.584455,identity,16,0.00010280081449334677,1,101,COMPLETE
423,0.00037444906774908304,2025-07-12 18:12:29.187600,2025-07-12 18:12:44.582039,0 days 00:00:15.394439,relu,16,0.0005738416494313687,1,113,COMPLETE
424,0.0003582643112167716,2025-07-12 18:12:44.582649,2025-07-12 18:12:59.161717,0 days 00:00:14.579068,identity,16,0.0006631109416080351,1,104,COMPLETE
425,0.0003597513714339584,2025-07-12 18:12:59.162070,2025-07-12 18:13:13.755370,0 days 00:00:14.593300,identity,16,0.0005218675932711858,1,117,COMPLETE
426,0.0005088023608550429,2025-07-12 18:13:13.755982,2025-07-12 18:13:22.354770,0 days 00:00:08.598788,identity,32,0.00046367552735988784,1,108,COMPLETE
427,0.000419795309426263,2025-07-12 18:13:22.355387,2025-07-12 18:13:36.954107,0 days 00:00:14.598720,identity,16,0.0009019889065367693,1,120,COMPLETE
428,0.0003818507248070091,2025-07-12 18:13:36.954453,2025-07-12 18:13:51.592266,0 days 00:00:14.637813,identity,16,0.000690084666586285,1,111,COMPLETE
429,0.0003575454466044903,2025-07-12 18:13:51.592881,2025-07-12 18:14:06.158379,0 days 00:00:14.565498,identity,16,0.0005950848010286186,1,114,COMPLETE
430,0.0004901972133666277,2025-07-12 18:14:06.159016,2025-07-12 18:14:09.790642,0 days 00:00:03.631626,identity,128,0.0007674454072299751,1,114,COMPLETE
431,0.0003588456893339753,2025-07-12 18:14:09.790987,2025-07-12 18:14:24.345936,0 days 00:00:14.554949,identity,16,0.000629190394062337,1,112,COMPLETE
432,0.00035930771264247596,2025-07-12 18:14:24.346528,2025-07-12 18:14:38.946185,0 days 00:00:14.599657,identity,16,0.0006768391871634961,1,115,COMPLETE
433,0.00036705422098748386,2025-07-12 18:14:38.946535,2025-07-12 18:14:53.524157,0 days 00:00:14.577622,identity,16,0.0011382006952772824,1,110,COMPLETE
434,0.0003587347746361047,2025-07-12 18:14:53.524774,2025-07-12 18:15:08.119811,0 days 00:00:14.595037,identity,16,0.000525621985365596,1,116,COMPLETE
435,0.00039190647657960653,2025-07-12 18:15:08.120423,2025-07-12 18:15:27.818244,0 days 00:00:19.697821,identity,16,0.0006013914306504578,2,113,COMPLETE
436,0.0003661994996946305,2025-07-12 18:15:27.818816,2025-07-12 18:15:42.401450,0 days 00:00:14.582634,identity,16,0.0007938431757430951,1,108,COMPLETE
437,0.00036380396340973675,2025-07-12 18:15:42.401876,2025-07-12 18:15:56.889287,0 days 00:00:14.487411,identity,16,0.0007239496859650389,1,40,COMPLETE
438,0.0003593531728256494,2025-07-12 18:15:56.889633,2025-07-12 18:16:11.508603,0 days 00:00:14.618970,identity,16,0.0006229493992251971,1,118,COMPLETE
439,0.0003591061686165631,2025-07-12 18:16:11.509174,2025-07-12 18:16:26.098155,0 days 00:00:14.588981,identity,16,0.0005433647411373075,1,113,COMPLETE
440,0.000360794278094545,2025-07-12 18:16:26.098593,2025-07-12 18:16:40.717679,0 days 00:00:14.619086,identity,16,0.0004279052779712992,1,115,COMPLETE
441,0.0003590744163375348,2025-07-12 18:16:40.718287,2025-07-12 18:16:55.343140,0 days 00:00:14.624853,identity,16,0.000670825962357705,1,111,COMPLETE
442,0.00036051718052476645,2025-07-12 18:16:55.343487,2025-07-12 18:17:10.003764,0 days 00:00:14.660277,identity,16,0.000579644900748594,1,118,COMPLETE
443,0.003928775433450937,2025-07-12 18:17:10.004406,2025-07-12 18:17:25.375108,0 days 00:00:15.370702,relu,16,0.0009238334644699705,1,90,COMPLETE
444,0.0003829870547633618,2025-07-12 18:17:25.375720,2025-07-12 18:17:30.669812,0 days 00:00:05.294092,identity,64,0.0007441989085966976,1,107,COMPLETE
445,0.00042449022294022143,2025-07-12 18:17:30.670166,2025-07-12 18:17:52.461762,0 days 00:00:21.791596,identity,16,0.000505089744702125,3,49,COMPLETE
446,0.00035979095264337957,2025-07-12 18:17:52.462343,2025-07-12 18:18:07.069132,0 days 00:00:14.606789,identity,16,0.0006348135537038828,1,104,COMPLETE
447,0.0003590130072552711,2025-07-12 18:18:07.069547,2025-07-12 18:18:21.730472,0 days 00:00:14.660925,identity,16,0.0004659976643237751,1,116,COMPLETE
448,0.0003608873812481761,2025-07-12 18:18:21.731034,2025-07-12 18:18:36.388337,0 days 00:00:14.657303,identity,16,0.0005813621135509835,1,120,COMPLETE
449,0.00037636785418726504,2025-07-12 18:18:36.388699,2025-07-12 18:18:51.022644,0 days 00:00:14.633945,identity,16,0.0012892500783320076,1,100,COMPLETE
450,0.0005134788807481527,2025-07-12 18:18:51.023066,2025-07-12 18:18:59.648602,0 days 00:00:08.625536,identity,32,0.0007036948542989054,1,112,COMPLETE
451,0.00038593963836319745,2025-07-12 18:18:59.649210,2025-07-12 18:19:14.263800,0 days 00:00:14.614590,identity,16,0.0008388714045974613,1,110,COMPLETE
452,0.00035910800215788186,2025-07-12 18:19:14.264159,2025-07-12 18:19:28.921500,0 days 00:00:14.657341,identity,16,0.0005440067396406676,1,114,COMPLETE
453,0.00036005492438562214,2025-07-12 18:19:28.922112,2025-07-12 18:19:43.544703,0 days 00:00:14.622591,identity,16,0.0006393767935547778,1,117,COMPLETE
454,0.0004511399893090129,2025-07-12 18:19:43.545313,2025-07-12 18:19:58.185261,0 days 00:00:14.639948,identity,16,0.0007625598123396267,1,120,COMPLETE
455,0.0005144618335179985,2025-07-12 18:19:58.185633,2025-07-12 18:20:01.835523,0 days 00:00:03.649890,identity,128,0.0005939087944135808,1,98,COMPLETE
456,0.0003578769974410534,2025-07-12 18:20:01.836136,2025-07-12 18:20:16.460083,0 days 00:00:14.623947,identity,16,0.0004869518151465943,1,105,COMPLETE
457,0.000357741373591125,2025-07-12 18:20:16.460461,2025-07-12 18:20:31.105915,0 days 00:00:14.645454,identity,16,0.0006694927597715134,1,115,COMPLETE
458,0.0003689278964884579,2025-07-12 18:20:31.106549,2025-07-12 18:20:45.626963,0 days 00:00:14.520414,identity,16,0.0010052955418429345,1,31,COMPLETE
459,0.0003585843078326434,2025-07-12 18:20:45.627591,2025-07-12 18:21:00.232096,0 days 00:00:14.604505,identity,16,0.0005469143648846145,1,118,COMPLETE
460,1.6183620691299438,2025-07-12 18:21:00.232708,2025-07-12 18:21:15.667354,0 days 00:00:15.434646,relu,16,0.0008391215880347067,1,109,COMPLETE
461,0.0004308558127377182,2025-07-12 18:21:15.667726,2025-07-12 18:21:30.347849,0 days 00:00:14.680123,identity,16,0.0001749257135791772,1,122,COMPLETE
462,0.0003933985426556319,2025-07-12 18:21:30.348480,2025-07-12 18:21:44.992999,0 days 00:00:14.644519,identity,16,0.0005982513546913965,1,63,COMPLETE
463,0.00035756881698034704,2025-07-12 18:21:44.993636,2025-07-12 18:21:59.594868,0 days 00:00:14.601232,identity,16,0.000729408187938573,1,112,COMPLETE
464,0.00035788939567282796,2025-07-12 18:21:59.595498,2025-07-12 18:22:14.208135,0 days 00:00:14.612637,identity,16,0.0007025313168192881,1,113,COMPLETE
465,0.0003618575574364513,2025-07-12 18:22:14.208504,2025-07-12 18:22:28.797581,0 days 00:00:14.589077,identity,16,0.000642319068869532,1,112,COMPLETE
466,0.0003609781851992011,2025-07-12 18:22:28.798207,2025-07-12 18:22:43.406602,0 days 00:00:14.608395,identity,16,0.0005106315347452989,1,116,COMPLETE
467,0.00036233433638699353,2025-07-12 18:22:43.407230,2025-07-12 18:22:58.042403,0 days 00:00:14.635173,identity,16,0.000559086307977096,1,110,COMPLETE
468,0.00044316824642010033,2025-07-12 18:22:58.042781,2025-07-12 18:23:03.348974,0 days 00:00:05.306193,identity,64,0.0006941689126586147,1,77,COMPLETE
469,0.00035853104782290757,2025-07-12 18:23:03.349590,2025-07-12 18:23:17.972742,0 days 00:00:14.623152,identity,16,0.0004376100521876981,1,114,COMPLETE
470,0.00035979069070890546,2025-07-12 18:23:17.973123,2025-07-12 18:23:32.594566,0 days 00:00:14.621443,identity,16,0.0006157561248362726,1,119,COMPLETE
471,0.0003630769206210971,2025-07-12 18:23:32.595221,2025-07-12 18:23:47.186753,0 days 00:00:14.591532,identity,16,0.0007498683548708717,1,128,COMPLETE
472,0.000359438854502514,2025-07-12 18:23:47.187423,2025-07-12 18:24:01.780422,0 days 00:00:14.592999,identity,16,0.0005057224346339696,1,112,COMPLETE
473,0.000503599876537919,2025-07-12 18:24:01.781053,2025-07-12 18:24:10.379566,0 days 00:00:08.598513,identity,32,0.0006475724149304254,1,117,COMPLETE
474,0.0003636943001765758,2025-07-12 18:24:10.380030,2025-07-12 18:24:25.011678,0 days 00:00:14.631648,identity,16,0.0005691156895332272,1,121,COMPLETE
475,0.00040161682409234345,2025-07-12 18:24:25.012334,2025-07-12 18:24:44.553601,0 days 00:00:19.541267,identity,16,0.0007244200197360406,2,109,COMPLETE
476,0.00035827988176606596,2025-07-12 18:24:44.554192,2025-07-12 18:24:59.191203,0 days 00:00:14.637011,identity,16,0.0006025188540945862,1,114,COMPLETE
477,0.00036744496901519597,2025-07-12 18:24:59.191601,2025-07-12 18:25:13.810032,0 days 00:00:14.618431,identity,16,0.00046189842984172214,1,124,COMPLETE
478,0.00035855601890943944,2025-07-12 18:25:13.810464,2025-07-12 18:25:28.477219,0 days 00:00:14.666755,identity,16,0.0005361653112249149,1,116,COMPLETE
479,0.0005142809241078794,2025-07-12 18:25:28.477790,2025-07-12 18:25:32.137496,0 days 00:00:03.659706,identity,128,0.00039449528881680936,1,111,COMPLETE
480,1.6183620691299438,2025-07-12 18:25:32.137842,2025-07-12 18:25:47.645574,0 days 00:00:15.507732,relu,16,0.0006451742793765427,1,119,COMPLETE
481,0.00036303422530181706,2025-07-12 18:25:47.646003,2025-07-12 18:26:02.295849,0 days 00:00:14.649846,identity,16,0.0006746537914390571,1,121,COMPLETE
482,0.0003642481460701674,2025-07-12 18:26:02.296475,2025-07-12 18:26:16.918553,0 days 00:00:14.622078,identity,16,0.0007730109472221846,1,107,COMPLETE
483,0.0003621921641752124,2025-07-12 18:26:16.918922,2025-07-12 18:26:31.574422,0 days 00:00:14.655500,identity,16,0.000579132257484571,1,115,COMPLETE
484,0.00036783533869311213,2025-07-12 18:26:31.575085,2025-07-12 18:26:46.253315,0 days 00:00:14.678230,identity,16,0.0004900067650709326,1,126,COMPLETE
485,0.00036609984817914665,2025-07-12 18:26:46.253954,2025-07-12 18:27:00.862622,0 days 00:00:14.608668,identity,16,0.0008814904290512968,1,112,COMPLETE
486,0.0005110473721288145,2025-07-12 18:27:00.863275,2025-07-12 18:27:15.361927,0 days 00:00:14.498652,identity,16,0.0007011288761273362,1,16,COMPLETE
487,0.00040978670585900545,2025-07-12 18:27:15.362290,2025-07-12 18:27:44.865973,0 days 00:00:29.503683,identity,16,0.0006160423660982414,4,118,COMPLETE
488,0.0003589366388041526,2025-07-12 18:27:44.866636,2025-07-12 18:27:59.492305,0 days 00:00:14.625669,identity,16,0.0005492036392370811,1,122,COMPLETE
489,0.0003589701955206692,2025-07-12 18:27:59.492673,2025-07-12 18:28:14.119116,0 days 00:00:14.626443,identity,16,0.0005130483447800502,1,114,COMPLETE
490,0.0003756062069442123,2025-07-12 18:28:14.119684,2025-07-12 18:28:38.676378,0 days 00:00:24.556694,identity,16,0.0007651335979515677,3,128,COMPLETE
491,0.00035949653829447925,2025-07-12 18:28:38.676826,2025-07-12 18:28:53.323583,0 days 00:00:14.646757,identity,16,0.0006640375874759699,1,117,COMPLETE
492,0.0003574657312128693,2025-07-12 18:28:53.324163,2025-07-12 18:29:07.970896,0 days 00:00:14.646733,identity,16,0.0006015850712155693,1,110,COMPLETE
493,0.0005166757619008422,2025-07-12 18:29:07.971323,2025-07-12 18:29:13.291664,0 days 00:00:05.320341,identity,64,0.0005729999994381387,1,108,COMPLETE
494,0.00038239723653532565,2025-07-12 18:29:13.292009,2025-07-12 18:29:27.947046,0 days 00:00:14.655037,identity,16,0.00044519042554513384,1,109,COMPLETE
495,0.0003612639266066253,2025-07-12 18:29:27.947682,2025-07-12 18:29:42.617723,0 days 00:00:14.670041,identity,16,0.0005294394204586243,1,106,COMPLETE
496,0.0003764307766687125,2025-07-12 18:29:42.618354,2025-07-12 18:29:57.238665,0 days 00:00:14.620311,identity,16,0.0011568280198805021,1,111,COMPLETE
497,0.000357562123099342,2025-07-12 18:29:57.239035,2025-07-12 18:30:11.899550,0 days 00:00:14.660515,identity,16,0.0005975426102194775,1,109,COMPLETE
498,0.0005090230843052268,2025-07-12 18:30:11.900188,2025-07-12 18:30:20.525504,0 days 00:00:08.625316,identity,32,0.0005890214227639326,1,109,COMPLETE
499,0.006221887655556202,2025-07-12 18:30:20.526130,2025-07-12 18:30:35.927699,0 days 00:00:15.401569,relu,16,0.0004870912216269998,1,107,COMPLETE
