number,value,datetime_start,datetime_complete,duration,params_activation,params_and_operator,params_batch_size,params_lr,params_n_sets,params_seq_length,params_shape,state
311,0.0015079836593940854,2025-07-13 18:31:47.331191,2025-07-13 18:32:43.668563,0 days 00:00:56.337372,identity,min,16,0.0091944479921323,5,16,bell,COMPLETE
312,0.07175256311893463,2025-07-13 18:32:43.669295,2025-07-13 18:32:57.242649,0 days 00:00:13.573354,identity,min,128,0.009991352724361387,5,15,bell,COMPLETE
313,0.0006516125285997987,2025-07-13 18:32:57.243124,2025-07-13 18:33:52.594004,0 days 00:00:55.350880,identity,min,16,0.008277351219220559,5,14,bell,COMPLETE
314,0.0009047154453583062,2025-07-13 18:33:52.594737,2025-07-13 18:34:47.996294,0 days 00:00:55.401557,identity,min,16,0.007651325539304642,5,14,bell,COMPLETE
315,0.000698755553457886,2025-07-13 18:34:47.997023,2025-07-13 18:35:43.340206,0 days 00:00:55.343183,identity,min,16,0.0090858380659968,5,14,bell,COMPLETE
316,0.00035919545916840434,2025-07-13 18:35:43.340939,2025-07-13 18:36:40.077151,0 days 00:00:56.736212,identity,min,16,0.007085919725110232,5,17,bell,COMPLETE
317,0.00040925145731307566,2025-07-13 18:36:40.077888,2025-07-13 18:37:36.400139,0 days 00:00:56.322251,identity,min,16,0.0070815528853222206,5,16,bell,COMPLETE
318,0.012377912178635597,2025-07-13 18:37:36.400876,2025-07-13 18:38:31.287240,0 days 00:00:54.886364,identity,min,16,0.006720717808497627,5,13,bell,COMPLETE
319,0.0006802425486966968,2025-07-13 18:38:31.287973,2025-07-13 18:39:28.567318,0 days 00:00:57.279345,identity,min,16,0.005964211391407992,5,18,bell,COMPLETE
320,0.0003409636556170881,2025-07-13 18:39:28.568049,2025-07-13 18:40:26.245374,0 days 00:00:57.677325,identity,min,16,0.007568350687836622,5,19,bell,COMPLETE
321,0.0007181596010923386,2025-07-13 18:40:26.246117,2025-07-13 18:41:23.890792,0 days 00:00:57.644675,identity,min,16,0.007187510114440421,5,19,bell,COMPLETE
322,0.002150452695786953,2025-07-13 18:41:23.891536,2025-07-13 18:42:22.489121,0 days 00:00:58.597585,identity,min,16,0.007711158004248489,5,21,bell,COMPLETE
323,0.025772331282496452,2025-07-13 18:42:22.489864,2025-07-13 18:42:43.731834,0 days 00:00:21.241970,identity,min,64,0.0061908727895383,5,18,bell,COMPLETE
324,0.0016720275161787868,2025-07-13 18:42:43.732384,2025-07-13 18:43:41.441626,0 days 00:00:57.709242,identity,min,16,0.008571087828362784,5,19,bell,COMPLETE
325,0.00033741231891326606,2025-07-13 18:43:41.442367,2025-07-13 18:44:37.241883,0 days 00:00:55.799516,identity,min,16,0.00696530854725781,5,15,bell,COMPLETE
326,0.021646959707140923,2025-07-13 18:44:37.242624,2025-07-13 18:45:34.063735,0 days 00:00:56.821111,identity,min,16,0.007171999443957777,5,17,bell,COMPLETE
327,0.0052114734426140785,2025-07-13 18:45:34.064465,2025-07-13 18:46:30.852786,0 days 00:00:56.788321,identity,min,16,0.006559797115638399,5,17,bell,COMPLETE
328,0.00036767960409633815,2025-07-13 18:46:30.853512,2025-07-13 18:47:26.706665,0 days 00:00:55.853153,identity,min,16,0.007524205043594445,5,15,bell,COMPLETE
329,0.0005562647129409015,2025-07-13 18:47:26.707408,2025-07-13 18:48:22.982728,0 days 00:00:56.275320,identity,min,16,0.005895138814520459,5,16,bell,COMPLETE
330,0.0003521509061101824,2025-07-13 18:48:22.983464,2025-07-13 18:49:20.172812,0 days 00:00:57.189348,identity,min,16,0.006459913119163964,5,18,bell,COMPLETE
331,0.0003038301947526634,2025-07-13 18:49:20.173544,2025-07-13 18:50:17.432218,0 days 00:00:57.258674,identity,min,16,0.006589178842266503,5,18,bell,COMPLETE
332,0.0003812346840277314,2025-07-13 18:50:17.432948,2025-07-13 18:51:15.078107,0 days 00:00:57.645159,identity,min,16,0.005686182940280452,5,19,bell,COMPLETE
333,0.0004188555176369846,2025-07-13 18:51:15.078845,2025-07-13 18:52:12.356125,0 days 00:00:57.277280,identity,min,16,0.006443298195015138,5,18,bell,COMPLETE
334,0.01256040669977665,2025-07-13 18:52:12.356861,2025-07-13 18:53:09.598070,0 days 00:00:57.241209,identity,min,16,0.006796117346942,5,18,bell,COMPLETE
335,0.10406100004911423,2025-07-13 18:53:09.598817,2025-07-13 18:54:06.379073,0 days 00:00:56.780256,identity,min,16,0.00636153611166669,5,17,bell,COMPLETE
336,0.0005575892282649875,2025-07-13 18:54:06.379820,2025-07-13 18:55:04.031795,0 days 00:00:57.651975,identity,min,16,0.005252971966626929,5,19,bell,COMPLETE
337,0.0062407529912889,2025-07-13 18:55:04.032524,2025-07-13 18:56:00.725823,0 days 00:00:56.693299,identity,min,16,0.007048911291918843,5,17,bell,COMPLETE
338,0.0003675323387142271,2025-07-13 18:56:00.726556,2025-07-13 18:56:58.728301,0 days 00:00:58.001745,identity,min,16,0.005781615092129895,5,20,bell,COMPLETE
339,0.003500203834846616,2025-07-13 18:56:58.729029,2025-07-13 18:57:55.920923,0 days 00:00:57.191894,identity,min,16,0.006880233026804108,5,18,bell,COMPLETE
340,0.002130594803020358,2025-07-13 18:57:55.921661,2025-07-13 18:58:52.643351,0 days 00:00:56.721690,identity,min,16,0.007597829143150372,5,17,bell,COMPLETE
341,0.028116432949900627,2025-07-13 18:58:52.644092,2025-07-13 18:59:50.285176,0 days 00:00:57.641084,identity,min,16,0.002235113722016286,5,19,bell,COMPLETE
342,0.1502562165260315,2025-07-13 18:59:50.285903,2025-07-13 19:00:47.006395,0 days 00:00:56.720492,identity,min,16,0.006301673151275161,5,17,bell,COMPLETE
343,0.0003787711902987212,2025-07-13 19:00:47.007134,2025-07-13 19:01:42.766986,0 days 00:00:55.759852,identity,min,16,0.007967456885083195,5,15,bell,COMPLETE
344,0.0003592119610402733,2025-07-13 19:01:42.767724,2025-07-13 19:02:39.877131,0 days 00:00:57.109407,identity,min,16,0.007282639268517914,5,18,bell,COMPLETE
345,0.023446649312973022,2025-07-13 19:02:39.877864,2025-07-13 19:03:37.059591,0 days 00:00:57.181727,identity,min,16,0.007100334440642649,5,18,bell,COMPLETE
346,0.0003987182572018355,2025-07-13 19:03:37.060332,2025-07-13 19:04:34.222397,0 days 00:00:57.162065,identity,min,16,0.0065470967075729105,5,18,bell,COMPLETE
347,0.0012986796209588647,2025-07-13 19:04:34.223139,2025-07-13 19:05:31.804713,0 days 00:00:57.581574,identity,min,16,0.004404446210053547,5,19,bell,COMPLETE
348,0.0003783955180551857,2025-07-13 19:05:31.805443,2025-07-13 19:06:29.067941,0 days 00:00:57.262498,identity,min,16,0.007170885422512354,5,18,bell,COMPLETE
349,0.0006047586794011295,2025-07-13 19:06:29.068683,2025-07-13 19:07:25.283269,0 days 00:00:56.214586,identity,min,16,0.0077755870466616325,5,16,bell,COMPLETE
350,0.005788190755993128,2025-07-13 19:07:25.284018,2025-07-13 19:08:21.162881,0 days 00:00:55.878863,identity,min,16,0.0001183817494249292,5,15,bell,COMPLETE
351,0.0004270785429980606,2025-07-13 19:08:21.163619,2025-07-13 19:09:18.027006,0 days 00:00:56.863387,identity,min,16,0.006108461069192055,5,17,bell,COMPLETE
352,0.0005084353033453226,2025-07-13 19:09:18.027768,2025-07-13 19:10:15.253858,0 days 00:00:57.226090,identity,min,16,0.0077487333902547485,5,18,bell,COMPLETE
353,2.0691328048706055,2025-07-13 19:10:15.254602,2025-07-13 19:10:37.036128,0 days 00:00:21.781526,identity,min,64,0.006900249746161795,5,20,bell,COMPLETE
354,2.569013833999634,2025-07-13 19:10:37.036786,2025-07-13 19:10:50.025565,0 days 00:00:12.988779,identity,min,128,0.008016348226854202,5,13,bell,COMPLETE
355,0.000632563722319901,2025-07-13 19:10:50.026088,2025-07-13 19:11:47.618435,0 days 00:00:57.592347,identity,min,16,0.007402250032808904,5,19,bell,COMPLETE
356,0.005026626400649548,2025-07-13 19:11:47.619181,2025-07-13 19:12:43.859864,0 days 00:00:56.240683,identity,min,16,0.0032073566517774577,5,16,bell,COMPLETE
357,0.0021312714088708162,2025-07-13 19:12:43.860604,2025-07-13 19:13:39.619438,0 days 00:00:55.758834,identity,min,16,0.008530977933724674,5,15,bell,COMPLETE
358,0.0005515889497473836,2025-07-13 19:13:39.620180,2025-07-13 19:14:34.331263,0 days 00:00:54.711083,identity,min,16,0.0091279606389838,5,13,bell,COMPLETE
359,0.025470810011029243,2025-07-13 19:14:34.332014,2025-07-13 19:15:31.517718,0 days 00:00:57.185704,identity,min,16,0.005607370359303384,5,18,bell,COMPLETE
360,0.0004105341504327953,2025-07-13 19:15:31.518463,2025-07-13 19:16:28.212662,0 days 00:00:56.694199,identity,min,16,0.006607580624364311,5,17,bell,COMPLETE
361,0.0007272731745615602,2025-07-13 19:16:28.213420,2025-07-13 19:17:23.840182,0 days 00:00:55.626762,identity,min,16,0.008043977438897027,5,15,bell,COMPLETE
362,0.00038996379589661956,2025-07-13 19:17:23.840940,2025-07-13 19:18:18.457107,0 days 00:00:54.616167,identity,min,16,0.009052203193092858,5,13,bell,COMPLETE
363,0.0003366683376953006,2025-07-13 19:18:18.457734,2025-07-13 19:19:14.523367,0 days 00:00:56.065633,identity,min,16,0.007571701984623276,5,16,bell,COMPLETE
364,0.0028138114139437675,2025-07-13 19:19:14.524124,2025-07-13 19:20:10.618325,0 days 00:00:56.094201,identity,min,16,0.0006798158263128284,5,16,bell,COMPLETE
365,0.19631464779376984,2025-07-13 19:20:10.619095,2025-07-13 19:21:06.668299,0 days 00:00:56.049204,identity,min,16,0.001377599836421487,5,16,bell,COMPLETE
366,0.011977839283645153,2025-07-13 19:21:06.669062,2025-07-13 19:22:02.323681,0 days 00:00:55.654619,identity,min,16,0.009973978222432352,5,15,bell,COMPLETE
367,0.0023042145185172558,2025-07-13 19:22:02.324442,2025-07-13 19:22:58.389418,0 days 00:00:56.064976,identity,min,16,0.007241728290297203,5,16,bell,COMPLETE
368,1.0542011260986328,2025-07-13 19:22:58.390180,2025-07-13 19:23:54.961255,0 days 00:00:56.571075,identity,min,16,0.0001969728347576339,5,17,bell,COMPLETE
369,0.0004915597382932901,2025-07-13 19:23:54.962011,2025-07-13 19:24:50.561012,0 days 00:00:55.599001,identity,min,16,0.006333018482933731,5,15,bell,COMPLETE
370,0.003614397719502449,2025-07-13 19:24:50.561764,2025-07-13 19:25:47.168483,0 days 00:00:56.606719,identity,min,16,0.008599214590268545,5,17,bell,COMPLETE
371,0.0003794953227043152,2025-07-13 19:25:47.169239,2025-07-13 19:26:42.916833,0 days 00:00:55.747594,identity,min,16,0.007470419797574678,5,15,bell,COMPLETE
372,0.5745011568069458,2025-07-13 19:26:42.917591,2025-07-13 19:26:57.508379,0 days 00:00:14.590788,identity,min,128,0.009201108748945998,5,19,bell,COMPLETE
373,0.0004247163305990398,2025-07-13 19:26:57.508873,2025-07-13 19:27:54.698703,0 days 00:00:57.189830,identity,min,16,0.008247210934039552,5,18,bell,COMPLETE
374,0.0004044357337988913,2025-07-13 19:27:54.699478,2025-07-13 19:28:48.902032,0 days 00:00:54.202554,identity,min,16,0.007280422290345216,5,12,bell,COMPLETE
375,0.0003324805584270507,2025-07-13 19:28:48.902795,2025-07-13 19:29:45.198821,0 days 00:00:56.296026,identity,min,16,0.004917594162377205,5,16,bell,COMPLETE
376,0.021866176277399063,2025-07-13 19:29:45.199581,2025-07-13 19:30:41.433360,0 days 00:00:56.233779,identity,min,16,0.006196700117909429,5,16,bell,COMPLETE
377,0.12302017211914062,2025-07-13 19:30:41.434117,2025-07-13 19:31:32.686997,0 days 00:00:51.252880,identity,min,16,0.004970371988021638,5,16,sigmoid,COMPLETE
378,0.0003599158953875303,2025-07-13 19:31:32.687764,2025-07-13 19:32:29.531574,0 days 00:00:56.843810,identity,min,16,0.005721328868213829,5,17,bell,COMPLETE
379,1.2537916898727417,2025-07-13 19:32:29.532325,2025-07-13 19:32:50.160613,0 days 00:00:20.628288,identity,min,64,0.006627724459506432,5,16,bell,COMPLETE
380,0.0427093543112278,2025-07-13 19:32:50.161315,2025-07-13 19:33:46.084129,0 days 00:00:55.922814,identity,min,16,0.004716590381396452,5,15,bell,COMPLETE
381,0.00032399341580457985,2025-07-13 19:33:46.084881,2025-07-13 19:34:41.492399,0 days 00:00:55.407518,identity,min,16,0.0053872476606902815,5,14,bell,COMPLETE
382,0.0003581213532015681,2025-07-13 19:34:41.493144,2025-07-13 19:35:36.880571,0 days 00:00:55.387427,identity,min,16,0.005145986476530898,5,14,bell,COMPLETE
383,0.23522542417049408,2025-07-13 19:35:36.881326,2025-07-13 19:36:32.150819,0 days 00:00:55.269493,identity,min,16,0.004920915028617733,5,14,bell,COMPLETE
384,0.0046118684113025665,2025-07-13 19:36:32.151562,2025-07-13 19:37:27.536653,0 days 00:00:55.385091,identity,min,16,0.005308349614840236,5,14,bell,COMPLETE
385,0.0007414272404275835,2025-07-13 19:37:27.537397,2025-07-13 19:38:22.940190,0 days 00:00:55.402793,identity,min,16,0.00540539390455113,5,14,bell,COMPLETE
386,0.04245515167713165,2025-07-13 19:38:22.940942,2025-07-13 19:39:18.310058,0 days 00:00:55.369116,identity,min,16,0.005089468843212984,5,14,bell,COMPLETE
387,0.0683860331773758,2025-07-13 19:39:18.310818,2025-07-13 19:40:14.227894,0 days 00:00:55.917076,identity,min,16,0.006002482621219238,5,15,bell,COMPLETE
388,0.0005418616347014904,2025-07-13 19:40:14.228663,2025-07-13 19:41:09.524479,0 days 00:00:55.295816,identity,min,16,0.0056336602455493625,5,14,bell,COMPLETE
389,0.0005688028177246451,2025-07-13 19:41:09.525237,2025-07-13 19:42:05.395422,0 days 00:00:55.870185,identity,min,16,0.004181705780845324,5,15,bell,COMPLETE
390,0.009901637211441994,2025-07-13 19:42:05.396186,2025-07-13 19:43:00.797217,0 days 00:00:55.401031,identity,min,16,0.004895491222867251,5,14,bell,COMPLETE
391,0.0007510741706937551,2025-07-13 19:43:00.797984,2025-07-13 19:43:57.158797,0 days 00:00:56.360813,identity,min,16,0.005778787392423864,5,16,bell,COMPLETE
392,0.018054507672786713,2025-07-13 19:43:57.159571,2025-07-13 19:44:52.592842,0 days 00:00:55.433271,identity,min,16,0.004458243962681991,5,14,bell,COMPLETE
393,0.00047572501352988183,2025-07-13 19:44:52.593608,2025-07-13 19:45:47.393721,0 days 00:00:54.800113,identity,min,16,0.00647099821453092,5,13,bell,COMPLETE
394,0.0003935768618248403,2025-07-13 19:45:47.394482,2025-07-13 19:46:43.318636,0 days 00:00:55.924154,identity,min,16,0.006677771282382705,5,15,bell,COMPLETE
395,0.0006566131487488747,2025-07-13 19:46:43.319405,2025-07-13 19:47:39.305062,0 days 00:00:55.985657,identity,min,16,0.0035183787419609007,5,15,bell,COMPLETE
396,0.1545209139585495,2025-07-13 19:47:39.305827,2025-07-13 19:47:52.314497,0 days 00:00:13.008670,identity,min,128,0.006241930633708503,5,13,bell,COMPLETE
397,1.0088690519332886,2025-07-13 19:47:52.315049,2025-07-13 19:48:42.748658,0 days 00:00:50.433609,identity,min,16,0.005593645543116166,5,14,sigmoid,COMPLETE
398,0.00046945581561885774,2025-07-13 19:48:42.749409,2025-07-13 19:49:39.136652,0 days 00:00:56.387243,identity,min,16,0.00786985791874872,5,16,bell,COMPLETE
399,0.012585487216711044,2025-07-13 19:49:39.137414,2025-07-13 19:50:34.628293,0 days 00:00:55.490879,identity,min,16,0.00690780051584606,5,14,bell,COMPLETE
400,0.0004001992056146264,2025-07-13 19:50:34.629067,2025-07-13 19:51:29.452418,0 days 00:00:54.823351,identity,min,16,0.009954667240743759,5,13,bell,COMPLETE
401,0.00037429670919664204,2025-07-13 19:51:29.453180,2025-07-13 19:52:25.402591,0 days 00:00:55.949411,identity,min,16,0.008288962847568266,5,15,bell,COMPLETE
402,0.22574597597122192,2025-07-13 19:52:25.403373,2025-07-13 19:52:47.275633,0 days 00:00:21.872260,identity,min,64,0.00760891542569529,5,20,bell,COMPLETE
403,0.0003570400585886091,2025-07-13 19:52:47.276166,2025-07-13 19:53:42.753505,0 days 00:00:55.477339,identity,min,16,0.005307387365104282,5,14,bell,COMPLETE
404,0.014254581183195114,2025-07-13 19:53:42.754259,2025-07-13 19:54:38.187046,0 days 00:00:55.432787,identity,min,16,0.0038268161306774747,5,14,bell,COMPLETE
405,0.0016016029985621572,2025-07-13 19:54:38.187798,2025-07-13 19:55:33.626880,0 days 00:00:55.439082,identity,min,16,0.004517955598328692,5,14,bell,COMPLETE
406,0.001151825301349163,2025-07-13 19:55:33.627648,2025-07-13 19:56:28.545121,0 days 00:00:54.917473,identity,min,16,0.005197231361213537,5,13,bell,COMPLETE
407,0.003639733185991645,2025-07-13 19:56:28.545873,2025-07-13 19:57:23.807834,0 days 00:00:55.261961,identity,min,16,0.0040159077730954245,5,14,bell,COMPLETE
408,0.00035916443448513746,2025-07-13 19:57:23.808594,2025-07-13 19:58:19.151746,0 days 00:00:55.343152,identity,min,16,0.004856786808021425,5,14,bell,COMPLETE
409,0.00039520009886473417,2025-07-13 19:58:19.152504,2025-07-13 19:59:13.985907,0 days 00:00:54.833403,identity,min,16,0.005124035764106281,5,13,bell,COMPLETE
410,0.009506294503808022,2025-07-13 19:59:13.986664,2025-07-13 20:00:09.859482,0 days 00:00:55.872818,identity,min,16,0.002910384516561715,5,15,bell,COMPLETE
411,0.000362768885679543,2025-07-13 20:00:09.860245,2025-07-13 20:01:08.441003,0 days 00:00:58.580758,identity,min,16,0.005900141827108019,5,21,bell,COMPLETE
412,0.0016562547534704208,2025-07-13 20:01:08.441763,2025-07-13 20:02:03.241616,0 days 00:00:54.799853,identity,min,16,0.005371134931760778,5,13,bell,COMPLETE
413,0.0003556617011781782,2025-07-13 20:02:03.242365,2025-07-13 20:02:58.534310,0 days 00:00:55.291945,identity,min,16,0.009105759436775088,5,14,bell,COMPLETE
414,0.0006417510448954999,2025-07-13 20:02:58.534977,2025-07-13 20:03:53.817272,0 days 00:00:55.282295,identity,min,16,0.008590653903515929,5,14,bell,COMPLETE
415,0.0017562094144523144,2025-07-13 20:03:53.818024,2025-07-13 20:04:49.643211,0 days 00:00:55.825187,identity,min,16,0.00593123449696986,5,15,bell,COMPLETE
416,0.0006112847477197647,2025-07-13 20:04:49.643972,2025-07-13 20:05:44.981376,0 days 00:00:55.337404,identity,min,16,0.008066486040938339,5,14,bell,COMPLETE
417,0.0011882864637300372,2025-07-13 20:05:44.982134,2025-07-13 20:06:35.751690,0 days 00:00:50.769556,identity,min,16,0.009222006404396405,5,15,sigmoid,COMPLETE
418,0.00034890766255557537,2025-07-13 20:06:35.752458,2025-07-13 20:07:31.100262,0 days 00:00:55.347804,identity,min,16,0.00843277887055811,5,14,bell,COMPLETE
419,0.0003725941642187536,2025-07-13 20:07:31.101023,2025-07-13 20:08:26.511556,0 days 00:00:55.410533,identity,min,16,0.008507264037881653,5,14,bell,COMPLETE
420,1.0650936365127563,2025-07-13 20:08:26.512331,2025-07-13 20:08:40.027504,0 days 00:00:13.515173,identity,min,128,0.007548768842888964,5,15,bell,COMPLETE
421,0.012291235849261284,2025-07-13 20:08:40.028002,2025-07-13 20:09:35.428741,0 days 00:00:55.400739,identity,min,16,0.008631228769135371,5,14,bell,COMPLETE
422,0.00040843524038791656,2025-07-13 20:09:35.429508,2025-07-13 20:10:32.941811,0 days 00:00:57.512303,identity,min,16,0.0068828984141029205,6,15,bell,COMPLETE
423,0.04243457317352295,2025-07-13 20:10:32.942576,2025-07-13 20:11:27.166999,0 days 00:00:54.224423,identity,min,16,0.007848723532951454,5,12,bell,COMPLETE
424,0.0023440015502274036,2025-07-13 20:11:27.167769,2025-07-13 20:12:23.455424,0 days 00:00:56.287655,identity,min,16,0.009342079591287663,5,16,bell,COMPLETE
425,0.00045426120050251484,2025-07-13 20:12:23.456194,2025-07-13 20:13:18.695660,0 days 00:00:55.239466,identity,min,16,0.008318835728537805,5,14,bell,COMPLETE
426,0.010457057505846024,2025-07-13 20:13:18.696425,2025-07-13 20:13:39.001235,0 days 00:00:20.304810,identity,min,64,0.009252841083122989,5,15,bell,COMPLETE
427,0.0014807803090661764,2025-07-13 20:13:39.001774,2025-07-13 20:14:33.807400,0 days 00:00:54.805626,identity,min,16,0.0075174409856169095,5,13,bell,COMPLETE
428,0.0005240418831817806,2025-07-13 20:14:33.808156,2025-07-13 20:15:28.060461,0 days 00:00:54.252305,identity,min,16,0.0068195793137177975,5,12,bell,COMPLETE
429,0.0003389807534404099,2025-07-13 20:15:28.061226,2025-07-13 20:16:22.916156,0 days 00:00:54.854930,identity,min,16,0.00874346574184645,5,13,bell,COMPLETE
430,0.036226850003004074,2025-07-13 20:16:22.916919,2025-07-13 20:17:18.938453,0 days 00:00:56.021534,identity,min,16,0.008619432512025075,6,12,bell,COMPLETE
431,0.0006898536812514067,2025-07-13 20:17:18.939188,2025-07-13 20:18:13.723603,0 days 00:00:54.784415,identity,min,16,0.009971886989008166,5,13,bell,COMPLETE
432,1.0922685861587524,2025-07-13 20:18:13.724378,2025-07-13 20:19:11.893688,0 days 00:00:58.169310,identity,min,16,0.0004681321370562063,5,20,bell,COMPLETE
433,0.002267829142510891,2025-07-13 20:19:11.894469,2025-07-13 20:20:06.842256,0 days 00:00:54.947787,identity,min,16,0.007964293672704867,5,13,bell,COMPLETE
434,0.0004959586076438427,2025-07-13 20:20:06.843038,2025-07-13 20:21:05.546694,0 days 00:00:58.703656,identity,min,16,0.008941715330260712,5,21,bell,COMPLETE
435,0.0003993443096987903,2025-07-13 20:21:05.547474,2025-07-13 20:22:00.507149,0 days 00:00:54.959675,identity,min,16,0.009173884594560984,5,13,bell,COMPLETE
436,0.002362574217841029,2025-07-13 20:22:00.507801,2025-07-13 20:22:54.936235,0 days 00:00:54.428434,identity,min,16,0.007822465575172155,5,12,bell,COMPLETE
437,0.0012581777991726995,2025-07-13 20:22:54.936999,2025-07-13 20:23:49.896352,0 days 00:00:54.959353,identity,min,16,0.008243392881559316,5,13,bell,COMPLETE
438,0.0631730929017067,2025-07-13 20:23:49.897116,2025-07-13 20:24:41.249154,0 days 00:00:51.352038,identity,min,16,0.007121322771249001,5,16,sigmoid,COMPLETE
439,0.0012351736659184098,2025-07-13 20:24:41.249804,2025-07-13 20:25:37.270337,0 days 00:00:56.020533,identity,min,16,0.009241458948225076,5,15,bell,COMPLETE
440,0.01383258681744337,2025-07-13 20:25:37.271118,2025-07-13 20:26:31.706400,0 days 00:00:54.435282,identity,min,16,0.009901552552108984,5,12,bell,COMPLETE
441,0.018185723572969437,2025-07-13 20:26:31.707183,2025-07-13 20:27:36.565741,0 days 00:01:04.858558,identity,min,16,0.008493982029276387,9,19,bell,COMPLETE
442,0.00614949781447649,2025-07-13 20:27:36.566701,2025-07-13 20:28:31.340313,0 days 00:00:54.773612,identity,min,16,0.007614881023199882,5,13,bell,COMPLETE
443,3.4191277027130127,2025-07-13 20:28:31.341086,2025-07-13 20:28:45.132062,0 days 00:00:13.790976,identity,min,128,0.00037608942877444723,5,16,bell,COMPLETE
444,0.00033828767482191324,2025-07-13 20:28:45.132678,2025-07-13 20:29:40.421315,0 days 00:00:55.288637,identity,min,16,0.008499907087484285,5,14,bell,COMPLETE
445,0.0015698432689532638,2025-07-13 20:29:40.421969,2025-07-13 20:30:35.710229,0 days 00:00:55.288260,identity,min,16,0.009132247480580348,5,14,bell,COMPLETE
446,0.00045696800225414336,2025-07-13 20:30:35.711015,2025-07-13 20:31:31.489319,0 days 00:00:55.778304,identity,min,16,0.008453998536053995,5,15,bell,COMPLETE
447,0.00035201359423808753,2025-07-13 20:31:31.490106,2025-07-13 20:32:26.764079,0 days 00:00:55.273973,identity,min,16,0.009910653633344526,5,14,bell,COMPLETE
448,0.0003315062785986811,2025-07-13 20:32:26.764850,2025-07-13 20:33:22.598990,0 days 00:00:55.834140,identity,min,16,0.009814420854331268,5,15,bell,COMPLETE
449,0.5737456679344177,2025-07-13 20:33:22.599764,2025-07-13 20:33:42.896935,0 days 00:00:20.297171,identity,min,64,0.009948539938328296,5,15,bell,COMPLETE
450,0.012308512814342976,2025-07-13 20:33:42.897603,2025-07-13 20:34:38.686105,0 days 00:00:55.788502,identity,min,16,0.009933120364026148,5,15,bell,COMPLETE
451,0.0008999272249639034,2025-07-13 20:34:38.686898,2025-07-13 20:35:34.857628,0 days 00:00:56.170730,identity,min,16,0.009998773910388987,5,16,bell,COMPLETE
452,0.0003357132663950324,2025-07-13 20:35:34.858416,2025-07-13 20:36:31.004680,0 days 00:00:56.146264,identity,min,16,0.00902559437989324,5,16,bell,COMPLETE
453,0.0015516540734097362,2025-07-13 20:36:31.005458,2025-07-13 20:37:27.210281,0 days 00:00:56.204823,identity,min,16,0.009128193989502102,5,16,bell,COMPLETE
454,0.00031652377219870687,2025-07-13 20:37:27.211067,2025-07-13 20:38:23.404326,0 days 00:00:56.193259,identity,min,16,0.009156131496637633,5,16,bell,COMPLETE
455,0.14175203442573547,2025-07-13 20:38:23.405114,2025-07-13 20:39:19.723154,0 days 00:00:56.318040,identity,min,16,0.0011038771721150727,5,16,bell,COMPLETE
456,0.005752000492066145,2025-07-13 20:39:19.723935,2025-07-13 20:40:16.006800,0 days 00:00:56.282865,identity,min,16,0.008707158556414168,5,16,bell,COMPLETE
457,0.0009081079624593258,2025-07-13 20:40:16.007572,2025-07-13 20:41:14.035999,0 days 00:00:58.028427,identity,min,16,0.00837201544385134,6,16,bell,COMPLETE
458,0.00455531757324934,2025-07-13 20:41:14.036770,2025-07-13 20:42:10.301200,0 days 00:00:56.264430,identity,min,16,0.008966173608535886,5,16,bell,COMPLETE
459,0.0037332174833863974,2025-07-13 20:42:10.301980,2025-07-13 20:43:01.112772,0 days 00:00:50.810792,identity,min,16,0.009199959376231637,5,15,sigmoid,COMPLETE
460,0.0003284401900600642,2025-07-13 20:43:01.113539,2025-07-13 20:43:57.963615,0 days 00:00:56.850076,identity,min,16,0.008494459877903197,5,17,bell,COMPLETE
461,0.0018497902201488614,2025-07-13 20:43:57.964412,2025-07-13 20:44:54.822640,0 days 00:00:56.858228,identity,min,16,0.008125653152168975,5,17,bell,COMPLETE
462,0.00045190108357928693,2025-07-13 20:44:54.823426,2025-07-13 20:45:51.631141,0 days 00:00:56.807715,identity,min,16,0.008382133130862663,5,17,bell,COMPLETE
463,0.0007792074466124177,2025-07-13 20:45:51.631915,2025-07-13 20:46:48.396047,0 days 00:00:56.764132,identity,min,16,0.007748970368218212,5,17,bell,COMPLETE
464,0.0003280575620010495,2025-07-13 20:46:48.396820,2025-07-13 20:47:44.670895,0 days 00:00:56.274075,identity,min,16,0.008631585368149038,5,16,bell,COMPLETE
465,0.3763209581375122,2025-07-13 20:47:44.671673,2025-07-13 20:48:40.798944,0 days 00:00:56.127271,identity,min,16,0.0008569804791970276,5,16,bell,COMPLETE
466,0.0009180316119454801,2025-07-13 20:48:40.799719,2025-07-13 20:49:36.891957,0 days 00:00:56.092238,identity,min,16,0.009103830665049191,5,16,bell,COMPLETE
467,0.0008709966205060482,2025-07-13 20:49:36.892736,2025-07-13 20:50:33.434658,0 days 00:00:56.541922,identity,min,16,0.00991952729368781,5,17,bell,COMPLETE
468,0.213246151804924,2025-07-13 20:50:33.435438,2025-07-13 20:50:47.198212,0 days 00:00:13.762774,identity,min,128,0.0076190999728721984,5,16,bell,COMPLETE
469,0.00032221281435340643,2025-07-13 20:50:47.198770,2025-07-13 20:51:43.344593,0 days 00:00:56.145823,identity,min,16,0.00853826368663979,5,16,bell,COMPLETE
470,0.0023098732344806194,2025-07-13 20:51:43.345370,2025-07-13 20:52:39.423889,0 days 00:00:56.078519,identity,min,16,0.008247276406771994,5,16,bell,COMPLETE
