number,value,datetime_start,datetime_complete,duration,params_activation,params_batch_size,params_h,params_lr,params_seq_length,state
104,4.337775862950366e-06,2025-07-07 15:12:22.514151,2025-07-07 15:14:59.440860,0 days 00:02:36.926709,identity,16,127,0.00011009416693390684,18,COMPLETE
105,3.5077191569143906e-06,2025-07-07 15:14:59.441585,2025-07-07 15:17:32.176800,0 days 00:02:32.735215,identity,16,125,0.00011431164331403592,19,COMPLETE
106,3.619775952756754e-06,2025-07-07 15:17:32.177551,2025-07-07 15:20:08.962250,0 days 00:02:36.784699,identity,16,122,0.00012725687274953978,20,COMPLETE
107,3.641816419985844e-06,2025-07-07 15:20:08.962976,2025-07-07 15:23:13.968593,0 days 00:03:05.005617,identity,16,115,0.00010025412950971478,19,COMPLETE
108,3.4453960324754007e-06,2025-07-07 15:23:13.969336,2025-07-07 15:25:53.080632,0 days 00:02:39.111296,identity,16,126,0.00012598714734228986,20,COMPLETE
109,4.049488779855892e-06,2025-07-07 15:25:53.081342,2025-07-07 15:28:14.891492,0 days 00:02:21.810150,identity,16,117,0.00010887217514372867,18,COMPLETE
110,9.382207281305455e-06,2025-07-07 15:28:14.892234,2025-07-07 15:29:38.824251,0 days 00:01:23.932017,identity,32,123,0.00017443301563030742,19,COMPLETE
111,3.5001894502784126e-06,2025-07-07 15:29:38.824958,2025-07-07 15:32:08.249204,0 days 00:02:29.424246,identity,16,119,0.00014642212099104596,19,COMPLETE
112,3.4765773762046592e-06,2025-07-07 15:32:08.249938,2025-07-07 15:34:37.946815,0 days 00:02:29.696877,identity,16,128,0.0001317905607725239,19,COMPLETE
113,3.459538902461645e-06,2025-07-07 15:34:37.947542,2025-07-07 15:37:12.105486,0 days 00:02:34.157944,identity,16,120,0.00014329283075167646,20,COMPLETE
114,3.5432724416750716e-06,2025-07-07 15:37:12.106254,2025-07-07 15:39:53.701515,0 days 00:02:41.595261,identity,16,110,0.00016316402058262942,17,COMPLETE
115,3.595378075260669e-06,2025-07-07 15:39:53.702222,2025-07-07 15:42:28.481545,0 days 00:02:34.779323,identity,16,125,0.00011177876573635224,18,COMPLETE
116,3.310763531771954e-06,2025-07-07 15:42:28.482292,2025-07-07 15:44:56.803687,0 days 00:02:28.321395,identity,16,117,0.00012436483633876307,19,COMPLETE
117,4.106553660676582e-06,2025-07-07 15:44:56.804396,2025-07-07 15:48:37.886792,0 days 00:03:41.082396,relu,16,104,0.00012344014599412035,20,COMPLETE
118,3.949352503695991e-06,2025-07-07 15:48:37.887544,2025-07-07 15:50:34.482255,0 days 00:01:56.594711,identity,16,116,0.00011083662905978737,13,COMPLETE
119,0.0001299962168559432,2025-07-07 15:50:34.482968,2025-07-07 15:51:30.992893,0 days 00:00:56.509925,identity,64,121,0.0001321222467883047,18,COMPLETE
120,3.4897357181762345e-06,2025-07-07 15:51:30.993670,2025-07-07 15:54:29.716567,0 days 00:02:58.722897,identity,16,114,0.00011997487233646576,19,COMPLETE
121,3.783371084864484e-06,2025-07-07 15:54:29.717332,2025-07-07 15:56:56.865910,0 days 00:02:27.148578,identity,16,118,0.00015294609497054716,19,COMPLETE
122,3.5159546314389445e-06,2025-07-07 15:56:56.866656,2025-07-07 15:59:26.779320,0 days 00:02:29.912664,identity,16,123,0.00014044388663701847,19,COMPLETE
123,3.992569872934837e-06,2025-07-07 15:59:26.780062,2025-07-07 16:02:56.434827,0 days 00:03:29.654765,identity,16,112,0.00017210883762883275,20,COMPLETE
124,3.448208417466958e-06,2025-07-07 16:02:56.435574,2025-07-07 16:05:27.170142,0 days 00:02:30.734568,identity,16,126,0.00010015536143126264,19,COMPLETE
125,3.685327783387038e-06,2025-07-07 16:05:27.170863,2025-07-07 16:07:48.154280,0 days 00:02:20.983417,identity,16,120,0.00012083984405973961,18,COMPLETE
126,0.005469907075166702,2025-07-07 16:07:48.155067,2025-07-07 16:08:36.757881,0 days 00:00:48.602814,identity,128,117,0.00015438337454778275,20,COMPLETE
127,4.253908173268428e-06,2025-07-07 16:08:36.758641,2025-07-07 16:11:06.605413,0 days 00:02:29.846772,identity,16,128,0.0005231277507029723,19,COMPLETE
128,3.502837216728949e-06,2025-07-07 16:11:06.606149,2025-07-07 16:13:30.028713,0 days 00:02:23.422564,identity,16,122,0.00013616510408971503,18,COMPLETE
129,5.57053408556385e-06,2025-07-07 16:13:30.029459,2025-07-07 16:16:30.252035,0 days 00:03:00.222576,identity,16,110,0.00010862616278982932,19,COMPLETE
130,3.361569952176069e-06,2025-07-07 16:16:30.252790,2025-07-07 16:19:08.031103,0 days 00:02:37.778313,identity,16,124,0.0001811990718861025,20,COMPLETE
