number,value,datetime_start,datetime_complete,duration,params_activation,params_and_operator,params_lr,params_n_sets,params_seq_length,params_shape,state
118,6.18188005319098e-06,2025-07-10 21:11:43.983754,2025-07-10 21:12:40.003189,0 days 00:00:56.019435,identity,min,0.003357955218594824,6,23,bell,COMPLETE
119,0.0009042999008670449,2025-07-10 21:12:40.003833,2025-07-10 21:13:29.187276,0 days 00:00:49.183443,identity,prod,0.005793500398451811,6,5,sigmoid,COMPLETE
120,4.820343747269362e-06,2025-07-10 21:13:29.187897,2025-07-10 21:14:23.548008,0 days 00:00:54.360111,identity,min,0.009335037439890814,5,25,bell,COMPLETE
121,3.979078428528737e-06,2025-07-10 21:14:23.548644,2025-07-10 21:15:19.814763,0 days 00:00:56.266119,identity,prod,0.006519454832492897,6,19,bell,COMPLETE
122,4.864805305260234e-06,2025-07-10 21:15:19.815395,2025-07-10 21:16:18.932288,0 days 00:00:59.116893,identity,prod,0.00736623719101863,7,20,bell,COMPLETE
123,3.7332856663852e-06,2025-07-10 21:16:18.932917,2025-07-10 21:17:16.166766,0 days 00:00:57.233849,identity,prod,0.007981481054883003,6,22,bell,COMPLETE
124,8.075345249380916e-06,2025-07-10 21:17:16.167400,2025-07-10 21:18:14.302063,0 days 00:00:58.134663,identity,prod,0.005131433242385323,7,17,bell,COMPLETE
125,3.5360812944418285e-06,2025-07-10 21:18:14.302698,2025-07-10 21:19:13.617132,0 days 00:00:59.314434,identity,prod,0.006891935324573667,7,21,bell,COMPLETE
126,1.1815091371536255,2025-07-10 21:19:13.617758,2025-07-10 21:20:10.852705,0 days 00:00:57.234947,relu,prod,0.005842366766171964,6,21,bell,COMPLETE
127,4.354232260084245e-06,2025-07-10 21:20:10.853339,2025-07-10 21:21:07.799702,0 days 00:00:56.946363,identity,prod,0.004440487216982466,7,14,bell,COMPLETE
128,3.7291563330654753e-06,2025-07-10 21:21:07.800261,2025-07-10 21:22:03.738225,0 days 00:00:55.937964,identity,min,0.00995404814658458,6,23,bell,COMPLETE
129,4.839177108806325e-06,2025-07-10 21:22:03.738863,2025-07-10 21:23:03.401365,0 days 00:00:59.662502,identity,prod,0.0070804606168151756,7,22,bell,COMPLETE
130,0.0004352910036686808,2025-07-10 21:23:03.401997,2025-07-10 21:24:01.972539,0 days 00:00:58.570542,identity,min,0.0062255719124617494,7,24,bell,COMPLETE
131,5.846470230608247e-06,2025-07-10 21:24:01.973162,2025-07-10 21:25:01.158895,0 days 00:00:59.185733,identity,prod,0.00872754060763138,7,20,bell,COMPLETE
132,3.885921159962891e-06,2025-07-10 21:25:01.159526,2025-07-10 21:26:00.553993,0 days 00:00:59.394467,identity,prod,0.006741341772809754,7,21,bell,COMPLETE
133,3.6360595458972966e-06,2025-07-10 21:26:00.554623,2025-07-10 21:27:00.321395,0 days 00:00:59.766772,identity,prod,0.007619303691672983,7,22,bell,COMPLETE
134,0.0005130099598318338,2025-07-10 21:27:00.322036,2025-07-10 21:27:56.845344,0 days 00:00:56.523308,identity,prod,0.005464591304189533,7,7,bell,COMPLETE
135,3.614569550336455e-06,2025-07-10 21:27:56.845970,2025-07-10 21:28:57.463959,0 days 00:01:00.617989,identity,prod,0.008166344399217755,7,25,bell,COMPLETE
136,0.015175610780715942,2025-07-10 21:28:57.464586,2025-07-10 21:29:53.380024,0 days 00:00:55.915438,identity,prod,0.00011121984462673729,6,18,bell,COMPLETE
137,0.11803745478391647,2025-07-10 21:29:53.380661,2025-07-10 21:30:47.897624,0 days 00:00:54.516963,identity,prod,0.0020881702646551818,7,19,gaussian,COMPLETE
138,3.545525714798714e-06,2025-07-10 21:30:47.898260,2025-07-10 21:31:45.479692,0 days 00:00:57.581432,identity,min,0.006608030260264981,7,21,bell,COMPLETE
139,3.454784518908127e-06,2025-07-10 21:31:45.480337,2025-07-10 21:32:40.819659,0 days 00:00:55.339322,identity,min,0.004658577454708298,6,21,bell,COMPLETE
140,3.583701300158282e-06,2025-07-10 21:32:40.820304,2025-07-10 21:33:36.180938,0 days 00:00:55.360634,identity,min,0.0048064629721295375,6,21,bell,COMPLETE
141,3.8854373087815475e-06,2025-07-10 21:33:36.181587,2025-07-10 21:34:31.590289,0 days 00:00:55.408702,identity,min,0.006538449463608413,6,21,bell,COMPLETE
142,3.9937890505825635e-06,2025-07-10 21:34:31.590930,2025-07-10 21:35:27.680830,0 days 00:00:56.089900,identity,min,0.005867421904078818,6,23,bell,COMPLETE
143,3.5643477076519048e-06,2025-07-10 21:35:27.681462,2025-07-10 21:36:23.472448,0 days 00:00:55.790986,identity,min,0.005311789502082923,6,22,bell,COMPLETE
144,5.5197684559971094e-05,2025-07-10 21:36:23.473099,2025-07-10 21:37:18.921111,0 days 00:00:55.448012,identity,min,0.004413578994362358,6,21,bell,COMPLETE
145,3.5342109185876325e-06,2025-07-10 21:37:18.921749,2025-07-10 21:38:16.947352,0 days 00:00:58.025603,identity,min,0.00698148996274056,7,22,bell,COMPLETE
146,3.5370776458876207e-06,2025-07-10 21:38:16.947999,2025-07-10 21:39:14.885883,0 days 00:00:57.937884,identity,min,0.007025427517232609,7,22,bell,COMPLETE
147,0.00041076441993936896,2025-07-10 21:39:14.886516,2025-07-10 21:40:07.128324,0 days 00:00:52.241808,identity,min,0.009231602676317669,7,22,sigmoid,COMPLETE
148,0.0024939454160630703,2025-07-10 21:40:07.128964,2025-07-10 21:41:05.430696,0 days 00:00:58.301732,identity,min,0.0070784084124518335,7,23,bell,COMPLETE
149,3.61147112926119e-06,2025-07-10 21:41:05.431337,2025-07-10 21:42:03.837251,0 days 00:00:58.405914,relu,min,0.00804880129613501,7,22,bell,COMPLETE
150,4.447309947863687e-06,2025-07-10 21:42:03.837891,2025-07-10 21:43:01.338682,0 days 00:00:57.500791,identity,min,0.006015204682858937,7,21,bell,COMPLETE
151,4.4954913391848095e-06,2025-07-10 21:43:01.339349,2025-07-10 21:43:59.892446,0 days 00:00:58.553097,identity,min,0.0070054499945458515,7,24,bell,COMPLETE
152,3.6631504372053314e-06,2025-07-10 21:43:59.893100,2025-07-10 21:44:57.863642,0 days 00:00:57.970542,identity,min,0.008686164913579274,7,22,bell,COMPLETE
153,3.6609822018363047e-06,2025-07-10 21:44:57.864293,2025-07-10 21:45:56.159209,0 days 00:00:58.294916,identity,min,0.007600138094299467,7,23,bell,COMPLETE
154,6.0982798459008336e-05,2025-07-10 21:45:56.159856,2025-07-10 21:46:53.502964,0 days 00:00:57.343108,identity,min,0.006491999353027611,7,20,bell,COMPLETE
155,3.637883992269053e-06,2025-07-10 21:46:53.503618,2025-07-10 21:47:51.123233,0 days 00:00:57.619615,identity,min,0.005673129077773912,7,21,bell,COMPLETE
156,4.657024419429945e-06,2025-07-10 21:47:51.123875,2025-07-10 21:48:49.727251,0 days 00:00:58.603376,identity,min,0.004978036609500449,7,24,bell,COMPLETE
157,0.0007708384073339403,2025-07-10 21:48:49.727904,2025-07-10 21:49:47.568090,0 days 00:00:57.840186,identity,min,0.008215268864141718,7,22,bell,COMPLETE
