number,value,datetime_start,datetime_complete,duration,params_activation,params_and_operator,params_batch_size,params_lr,params_n_sets,params_shape,state
481,0.009751654230058193,2025-07-12 21:56:38.387387,2025-07-12 21:57:07.374704,0 days 00:00:28.987317,identity,min,16,0.00401340538198344,2,bell,COMPLETE
482,0.00043515022844076157,2025-07-12 21:57:07.375162,2025-07-12 21:57:36.365511,0 days 00:00:28.990349,identity,min,16,0.007384095537602595,2,bell,COMPLETE
483,0.00040019609150476754,2025-07-12 21:57:36.366226,2025-07-12 21:58:01.279759,0 days 00:00:24.913533,identity,min,16,0.008667611517051421,2,sigmoid,COMPLETE
484,0.007728366181254387,2025-07-12 21:58:01.280524,2025-07-12 21:58:10.574235,0 days 00:00:09.293711,identity,min,64,0.00934599425668827,2,bell,COMPLETE
485,0.00042805165867321193,2025-07-12 21:58:10.574658,2025-07-12 21:58:39.577796,0 days 00:00:29.003138,identity,min,16,0.009984651660415561,2,bell,COMPLETE
486,0.01601346954703331,2025-07-12 21:58:39.578657,2025-07-12 21:59:11.740514,0 days 00:00:32.161857,identity,min,16,0.006467068780531998,4,bell,COMPLETE
487,0.027078626677393913,2025-07-12 21:59:11.741189,2025-07-12 21:59:32.134137,0 days 00:00:20.392948,identity,min,32,0.007906569844534502,7,bell,COMPLETE
488,0.03421691060066223,2025-07-12 21:59:32.134836,2025-07-12 21:59:37.937050,0 days 00:00:05.802214,identity,min,128,0.007078485674972643,2,bell,COMPLETE
489,0.00039492445648647845,2025-07-12 21:59:37.937431,2025-07-12 22:00:08.604650,0 days 00:00:30.667219,identity,min,16,0.008574123401172647,3,bell,COMPLETE
490,0.0003934260457754135,2025-07-12 22:00:08.605197,2025-07-12 22:00:37.622553,0 days 00:00:29.017356,identity,min,16,0.008075820336433103,2,bell,COMPLETE
491,0.0006515212007798254,2025-07-12 22:00:37.623455,2025-07-12 22:00:45.824712,0 days 00:00:08.201257,identity,min,64,0.005845278349555475,2,sigmoid,COMPLETE
492,0.00939431693404913,2025-07-12 22:00:45.825284,2025-07-12 22:01:14.845427,0 days 00:00:29.020143,identity,min,16,0.009123857772960067,2,bell,COMPLETE
493,0.0004737657436635345,2025-07-12 22:01:14.846147,2025-07-12 22:01:40.955403,0 days 00:00:26.109256,identity,min,16,0.007320868471875281,2,gaussian,COMPLETE
494,0.0006006720941513777,2025-07-12 22:01:40.956225,2025-07-12 22:02:09.984243,0 days 00:00:29.028018,identity,min,16,0.008385092698913878,2,bell,COMPLETE
495,0.015000906772911549,2025-07-12 22:02:09.984817,2025-07-12 22:02:43.683492,0 days 00:00:33.698675,identity,min,16,0.006276015083605188,5,bell,COMPLETE
496,0.0038604510482400656,2025-07-12 22:02:43.684269,2025-07-12 22:02:53.012583,0 days 00:00:09.328314,identity,min,64,0.0031341763522326213,2,bell,COMPLETE
497,0.03917552903294563,2025-07-12 22:02:53.012996,2025-07-12 22:03:22.112896,0 days 00:00:29.099900,identity,min,16,0.0002839112498289102,2,bell,COMPLETE
498,0.00036803417606279254,2025-07-12 22:03:22.113517,2025-07-12 22:03:51.167030,0 days 00:00:29.053513,identity,min,16,0.007760037429563458,2,bell,COMPLETE
499,0.0005209434311836958,2025-07-12 22:03:51.167509,2025-07-12 22:04:20.265419,0 days 00:00:29.097910,identity,min,16,0.0043133972014402664,2,bell,COMPLETE
