number,value,datetime_start,datetime_complete,duration,params_and_operator,params_lr,params_n_sets_protein,params_n_sets_salt,params_shape,state
489,0.8675,2025-10-01 12:10:05.029394,2025-10-01 12:10:27.893832,0 days 00:00:22.864438,frank,0.00036802515890046,3,5,sigmoid,COMPLETE
490,0.8683333333333334,2025-10-01 12:10:27.894449,2025-10-01 12:10:50.559391,0 days 00:00:22.664942,frank,0.0003010492879880621,3,5,sigmoid,COMPLETE
491,0.8550000000000001,2025-10-01 12:10:50.559941,2025-10-01 12:11:13.429283,0 days 00:00:22.869342,frank,0.0004048770026273701,3,5,sigmoid,COMPLETE
492,0.8683333333333334,2025-10-01 12:11:13.429995,2025-10-01 12:11:36.108826,0 days 00:00:22.678831,frank,0.00024960735390998633,3,5,sigmoid,COMPLETE
493,0.9075000000000001,2025-10-01 12:11:36.109436,2025-10-01 12:11:58.921460,0 days 00:00:22.812024,frank,0.0006549468589994467,3,5,sigmoid,COMPLETE
494,0.8541666666666666,2025-10-01 12:11:58.921999,2025-10-01 12:12:21.716189,0 days 00:00:22.794190,frank,0.0005086734326045426,3,5,sigmoid,COMPLETE
495,0.9208333333333334,2025-10-01 12:12:21.716811,2025-10-01 12:12:42.377825,0 days 00:00:20.661014,prod,0.0006050744826804126,3,5,sigmoid,COMPLETE
496,0.8941666666666667,2025-10-01 12:12:42.378358,2025-10-01 12:13:02.996443,0 days 00:00:20.618085,prod,0.0005777918426565706,3,5,sigmoid,COMPLETE
497,0.8541666666666667,2025-10-01 12:13:02.997025,2025-10-01 12:13:23.616753,0 days 00:00:20.619728,prod,0.0006270488279371738,3,5,sigmoid,COMPLETE
498,0.8941666666666667,2025-10-01 12:13:23.617268,2025-10-01 12:13:44.286916,0 days 00:00:20.669648,prod,0.0007023214376094751,3,5,sigmoid,COMPLETE
499,0.8808333333333334,2025-10-01 12:13:44.287501,2025-10-01 12:14:04.961459,0 days 00:00:20.673958,prod,0.0006004588273659174,3,5,sigmoid,COMPLETE
