number,value,datetime_start,datetime_complete,duration,params_and_operator,params_lr,params_n_sets_protein,params_n_sets_salt,params_shape,state
335,0.8,2025-10-01 12:32:37.745879,2025-10-01 12:32:51.662840,0 days 00:00:13.916961,prod,0.000636871078015058,4,5,sigmoid,COMPLETE
336,0.8399999999999999,2025-10-01 12:32:51.663297,2025-10-01 12:33:09.148964,0 days 00:00:17.485667,prod,0.000794700162098376,3,4,bell,COMPLETE
337,0.8399999999999999,2025-10-01 12:33:09.149468,2025-10-01 12:33:26.549361,0 days 00:00:17.399893,min,0.00033521298208357537,3,5,bell,COMPLETE
338,0.8399999999999999,2025-10-01 12:33:26.549830,2025-10-01 12:33:44.111997,0 days 00:00:17.562167,prod,0.00047333643996709155,4,5,bell,COMPLETE
339,0.7418181818181818,2025-10-01 12:33:44.112517,2025-10-01 12:34:01.619594,0 days 00:00:17.507077,prod,0.0009411070019530268,3,5,bell,COMPLETE
340,0.7854545454545454,2025-10-01 12:34:01.620055,2025-10-01 12:34:19.096233,0 days 00:00:17.476178,prod,0.0005811020950316981,3,4,bell,COMPLETE
341,0.8,2025-10-01 12:34:19.096594,2025-10-01 12:34:32.859433,0 days 00:00:13.762839,min,0.0007128725955807283,3,5,sigmoid,COMPLETE
342,0.8036363636363635,2025-10-01 12:34:32.859927,2025-10-01 12:34:50.377968,0 days 00:00:17.518041,prod,0.00037791698515254906,3,5,bell,COMPLETE
343,0.8200000000000001,2025-10-01 12:34:50.378447,2025-10-01 12:35:06.356609,0 days 00:00:15.978162,hamacher,0.0006630326564022219,3,4,gaussian,COMPLETE
344,0.7309090909090908,2025-10-01 12:35:06.357110,2025-10-01 12:35:23.857604,0 days 00:00:17.500494,prod,0.0009943387720254754,3,5,bell,COMPLETE
345,0.7854545454545454,2025-10-01 12:35:23.858061,2025-10-01 12:35:41.241443,0 days 00:00:17.383382,min,0.0005162030689818668,3,5,bell,COMPLETE
346,0.8399999999999999,2025-10-01 12:35:41.241817,2025-10-01 12:35:58.757301,0 days 00:00:17.515484,prod,0.0007812566433098064,3,5,bell,COMPLETE
347,0.82,2025-10-01 12:35:58.757812,2025-10-01 12:36:17.545638,0 days 00:00:18.787826,frank,0.0007195520596535569,3,4,bell,COMPLETE
348,0.8,2025-10-01 12:36:17.546116,2025-10-01 12:36:31.481821,0 days 00:00:13.935705,prod,0.0008731390480008834,4,5,sigmoid,COMPLETE
349,0.7454545454545455,2025-10-01 12:36:31.482325,2025-10-01 12:36:48.997494,0 days 00:00:17.515169,prod,0.000567820036747103,3,5,bell,COMPLETE
350,0.8018181818181818,2025-10-01 12:36:48.997963,2025-10-01 12:37:06.387310,0 days 00:00:17.389347,min,0.0001570163587826966,3,5,bell,COMPLETE
351,0.8399999999999999,2025-10-01 12:37:06.387815,2025-10-01 12:37:21.483691,0 days 00:00:15.095876,prod,0.000304181912261712,3,5,gaussian,COMPLETE
352,0.7436363636363637,2025-10-01 12:37:21.484059,2025-10-01 12:37:38.986663,0 days 00:00:17.502604,prod,0.0006175933606161365,5,3,bell,COMPLETE
353,0.8,2025-10-01 12:37:38.987137,2025-10-01 12:37:56.503314,0 days 00:00:17.516177,prod,0.000822063339312721,3,5,bell,COMPLETE
354,0.8036363636363635,2025-10-01 12:37:56.503822,2025-10-01 12:38:13.878955,0 days 00:00:17.375133,min,0.0006831305342947896,3,4,bell,COMPLETE
355,0.82,2025-10-01 12:38:13.879435,2025-10-01 12:38:27.766293,0 days 00:00:13.886858,prod,0.0007755935009941889,3,5,sigmoid,COMPLETE
356,0.76,2025-10-01 12:38:27.766785,2025-10-01 12:38:45.257153,0 days 00:00:17.490368,prod,0.00026813539911286414,3,4,bell,COMPLETE
357,0.8399999999999999,2025-10-01 12:38:45.257611,2025-10-01 12:39:02.769081,0 days 00:00:17.511470,prod,0.0009015988857570486,3,5,bell,COMPLETE
358,0.82,2025-10-01 12:39:02.769616,2025-10-01 12:39:20.157987,0 days 00:00:17.388371,min,0.0006466631415822517,3,5,bell,COMPLETE
359,0.76,2025-10-01 12:39:20.158355,2025-10-01 12:39:37.639380,0 days 00:00:17.481025,prod,0.0007254257677879123,3,4,bell,COMPLETE
360,0.8036363636363635,2025-10-01 12:39:37.639863,2025-10-01 12:39:52.692728,0 days 00:00:15.052865,prod,0.00021474757407598672,2,5,gaussian,COMPLETE
361,0.27454545454545454,2025-10-01 12:39:52.693238,2025-10-01 12:40:10.404929,0 days 00:00:17.711691,luka,0.0003243901563687444,4,5,bell,COMPLETE
362,0.6072727272727273,2025-10-01 12:40:10.405391,2025-10-01 12:40:24.228300,0 days 00:00:13.822909,prod,0.0005309247743951966,3,2,sigmoid,COMPLETE
363,0.8218181818181817,2025-10-01 12:40:24.228806,2025-10-01 12:40:41.617539,0 days 00:00:17.388733,min,0.0008155471304512892,3,5,bell,COMPLETE
364,0.8,2025-10-01 12:40:41.617919,2025-10-01 12:40:59.087049,0 days 00:00:17.469130,prod,0.0006036123578598731,3,4,bell,COMPLETE
365,0.8018181818181818,2025-10-01 12:40:59.087513,2025-10-01 12:41:16.605439,0 days 00:00:17.517926,prod,0.000740845747068796,3,5,bell,COMPLETE
366,0.8399999999999999,2025-10-01 12:41:16.605948,2025-10-01 12:41:34.013372,0 days 00:00:17.407424,min,0.0006754487848942084,3,5,bell,COMPLETE
367,0.8036363636363635,2025-10-01 12:41:34.704321,2025-10-01 12:41:52.190440,0 days 00:00:17.486119,prod,0.0008656294669329886,2,5,bell,COMPLETE
368,0.7636363636363637,2025-10-01 12:41:52.190970,2025-10-01 12:42:06.908305,0 days 00:00:14.717335,hamacher,0.0009906043319450352,3,4,sigmoid,COMPLETE
369,0.8,2025-10-01 12:42:06.908764,2025-10-01 12:42:22.061357,0 days 00:00:15.152593,prod,0.0007809580022283412,3,5,gaussian,COMPLETE
370,0.7309090909090908,2025-10-01 12:42:22.061728,2025-10-01 12:42:39.613101,0 days 00:00:17.551373,prod,0.0002889033257142942,4,5,bell,COMPLETE
371,0.40727272727272723,2025-10-01 12:42:39.613617,2025-10-01 12:42:56.994780,0 days 00:00:17.381163,min,1.0660107195270653e-05,3,5,bell,COMPLETE
372,0.82,2025-10-01 12:42:56.995256,2025-10-01 12:43:14.506636,0 days 00:00:17.511380,prod,0.0003498169212047035,3,5,bell,COMPLETE
373,0.8399999999999999,2025-10-01 12:43:14.507149,2025-10-01 12:43:33.259015,0 days 00:00:18.751866,frank,0.0005682349683131823,3,4,bell,COMPLETE
374,0.8399999999999999,2025-10-01 12:43:33.259504,2025-10-01 12:43:50.756318,0 days 00:00:17.496814,prod,0.00024046147664575455,2,5,bell,COMPLETE
375,0.7072727272727273,2025-10-01 12:43:50.756847,2025-10-01 12:44:04.628236,0 days 00:00:13.871389,prod,0.00013047589560719424,3,5,sigmoid,COMPLETE
376,0.8399999999999999,2025-10-01 12:44:04.628696,2025-10-01 12:44:21.990680,0 days 00:00:17.361984,min,0.00048582708542870614,3,4,bell,COMPLETE
377,0.46545454545454545,2025-10-01 12:44:21.991061,2025-10-01 12:44:39.498196,0 days 00:00:17.507135,prod,2.284028056511782e-05,3,5,bell,COMPLETE
378,0.8399999999999999,2025-10-01 12:44:39.498761,2025-10-01 12:44:54.484213,0 days 00:00:14.985452,prod,0.0006273941955994126,3,4,gaussian,COMPLETE
379,0.82,2025-10-01 12:44:54.484693,2025-10-01 12:45:11.980656,0 days 00:00:17.495963,prod,0.0006911406460125241,2,5,bell,COMPLETE
380,0.761818181818182,2025-10-01 12:45:11.981186,2025-10-01 12:45:29.383968,0 days 00:00:17.402782,min,0.000908621360134843,3,5,bell,COMPLETE
381,0.82,2025-10-01 12:45:29.384450,2025-10-01 12:45:46.900155,0 days 00:00:17.515705,prod,0.0007431298880732333,3,5,bell,COMPLETE
382,0.7618181818181818,2025-10-01 12:45:46.900673,2025-10-01 12:46:00.782772,0 days 00:00:13.882099,prod,0.00017742652888320533,3,5,sigmoid,COMPLETE
383,0.7854545454545454,2025-10-01 12:46:00.783158,2025-10-01 12:46:18.273597,0 days 00:00:17.490439,prod,0.00039159419804570233,3,4,bell,COMPLETE
384,0.82,2025-10-01 12:46:18.274092,2025-10-01 12:46:35.745968,0 days 00:00:17.471876,min,0.0006451032716845802,4,5,bell,COMPLETE
385,0.7618181818181817,2025-10-01 12:46:35.746522,2025-10-01 12:46:53.267229,0 days 00:00:17.520707,prod,0.0008407905873329189,3,5,bell,COMPLETE
386,0.27454545454545454,2025-10-01 12:46:53.267734,2025-10-01 12:47:08.334138,0 days 00:00:15.066404,luka,0.0007799702371061031,3,5,gaussian,COMPLETE
387,0.76,2025-10-01 12:47:08.334654,2025-10-01 12:47:25.836971,0 days 00:00:17.502317,prod,0.0007186256542787924,3,4,bell,COMPLETE
388,0.8399999999999999,2025-10-01 12:47:25.837459,2025-10-01 12:47:43.207036,0 days 00:00:17.369577,min,0.0005644385330457202,2,5,bell,COMPLETE
389,0.8036363636363635,2025-10-01 12:47:43.207429,2025-10-01 12:47:57.090957,0 days 00:00:13.883528,prod,0.00045608346366302565,3,5,sigmoid,COMPLETE
390,0.7818181818181816,2025-10-01 12:47:57.091479,2025-10-01 12:48:14.457630,0 days 00:00:17.366151,prod,0.0009042959548714556,3,3,bell,COMPLETE
391,0.8399999999999999,2025-10-01 12:48:16.296023,2025-10-01 12:48:33.812452,0 days 00:00:17.516429,prod,0.0006199618909921734,3,5,bell,COMPLETE
392,0.7454545454545455,2025-10-01 12:48:33.812979,2025-10-01 12:48:51.204724,0 days 00:00:17.391745,min,0.0003116978343661281,3,4,bell,COMPLETE
393,0.8,2025-10-01 12:48:52.050089,2025-10-01 12:49:09.581976,0 days 00:00:17.531887,prod,0.0002578169499851846,3,5,bell,COMPLETE
394,0.8399999999999999,2025-10-01 12:49:09.582512,2025-10-01 12:49:25.553300,0 days 00:00:15.970788,hamacher,0.0008065903661600785,3,5,gaussian,COMPLETE
395,0.8218181818181817,2025-10-01 12:49:25.553708,2025-10-01 12:49:42.954332,0 days 00:00:17.400624,prod,0.0006803624340998656,4,4,bell,COMPLETE
396,0.8,2025-10-01 12:49:42.954833,2025-10-01 12:49:56.841473,0 days 00:00:13.886640,prod,0.0007237943553743349,3,5,sigmoid,COMPLETE
397,0.8399999999999999,2025-10-01 12:49:56.842022,2025-10-01 12:50:14.228302,0 days 00:00:17.386280,min,0.0005194391033575587,2,5,bell,COMPLETE
398,0.8399999999999999,2025-10-01 12:50:14.228781,2025-10-01 12:50:31.724506,0 days 00:00:17.495725,prod,0.0008414101510473978,3,4,bell,COMPLETE
399,0.7854545454545454,2025-10-01 12:50:31.725056,2025-10-01 12:50:50.529522,0 days 00:00:18.804466,frank,0.0001464657785599321,3,5,bell,COMPLETE
400,0.8399999999999999,2025-10-01 12:50:50.530015,2025-10-01 12:51:08.045738,0 days 00:00:17.515723,prod,0.0005993314658794142,3,5,bell,COMPLETE
401,0.82,2025-10-01 12:51:08.046266,2025-10-01 12:51:25.567069,0 days 00:00:17.520803,prod,0.000995344798032256,3,5,bell,COMPLETE
402,0.7799999999999999,2025-10-01 12:51:25.567469,2025-10-01 12:51:39.375455,0 days 00:00:13.807986,min,0.00036646614787836165,4,5,sigmoid,COMPLETE
403,0.8399999999999999,2025-10-01 12:51:39.375935,2025-10-01 12:51:56.873937,0 days 00:00:17.498002,prod,0.0006568486719238831,3,4,bell,COMPLETE
404,0.8399999999999999,2025-10-01 12:51:56.874482,2025-10-01 12:52:11.997181,0 days 00:00:15.122699,prod,0.0007686464583245474,2,5,gaussian,COMPLETE
405,0.8,2025-10-01 12:52:11.997652,2025-10-01 12:52:29.523866,0 days 00:00:17.526214,prod,0.0008682438444788247,3,5,bell,COMPLETE
406,0.8,2025-10-01 12:52:29.524406,2025-10-01 12:52:46.925246,0 days 00:00:17.400840,min,0.00028559156376492827,3,5,bell,COMPLETE
407,0.7654545454545454,2025-10-01 12:52:46.925739,2025-10-01 12:53:04.417331,0 days 00:00:17.491592,prod,0.0007024084515435254,3,4,bell,COMPLETE
408,0.7454545454545455,2025-10-01 12:53:04.417717,2025-10-01 12:53:21.934034,0 days 00:00:17.516317,prod,0.00022255988735096554,3,5,bell,COMPLETE
409,0.82,2025-10-01 12:53:21.934553,2025-10-01 12:53:35.689613,0 days 00:00:13.755060,min,0.0005748786790044434,3,4,sigmoid,COMPLETE
410,0.8,2025-10-01 12:53:35.690093,2025-10-01 12:53:53.204594,0 days 00:00:17.514501,prod,0.0007823832480720693,3,5,bell,COMPLETE
411,0.7818181818181816,2025-10-01 12:53:53.205123,2025-10-01 12:54:10.722909,0 days 00:00:17.517786,prod,0.00019641210144165922,3,5,bell,COMPLETE
412,0.709090909090909,2025-10-01 12:54:10.723421,2025-10-01 12:54:25.606269,0 days 00:00:14.882848,prod,9.536937952013402e-05,5,5,gaussian,COMPLETE
413,0.82,2025-10-01 12:54:25.606659,2025-10-01 12:54:42.972732,0 days 00:00:17.366073,min,0.0004255821224815848,2,4,bell,COMPLETE
414,0.27454545454545454,2025-10-01 12:54:42.973264,2025-10-01 12:55:00.634136,0 days 00:00:17.660872,luka,0.00033398354549404185,3,5,bell,COMPLETE
415,0.82,2025-10-01 12:55:00.634613,2025-10-01 12:55:18.175395,0 days 00:00:17.540782,prod,0.0009313460299138267,3,5,bell,COMPLETE
416,0.8399999999999999,2025-10-01 12:55:18.175956,2025-10-01 12:55:32.103993,0 days 00:00:13.928037,prod,0.0006524836220418332,4,5,sigmoid,COMPLETE
417,0.8399999999999999,2025-10-01 12:55:32.104475,2025-10-01 12:55:49.605641,0 days 00:00:17.501166,prod,0.0007201111428142159,3,4,bell,COMPLETE
418,0.7854545454545454,2025-10-01 12:55:49.606188,2025-10-01 12:56:07.011351,0 days 00:00:17.405163,min,0.0008283946023863046,3,5,bell,COMPLETE
419,0.8399999999999999,2025-10-01 12:56:07.011838,2025-10-01 12:56:24.545337,0 days 00:00:17.533499,prod,0.0005451026580389104,3,5,bell,COMPLETE
420,0.8400000000000001,2025-10-01 12:56:24.545725,2025-10-01 12:56:42.988694,0 days 00:00:18.442969,hamacher,0.0006350413502546558,4,5,bell,COMPLETE
421,0.8399999999999999,2025-10-01 12:56:42.989255,2025-10-01 12:57:01.425887,0 days 00:00:18.436632,hamacher,0.0005036568939983512,4,5,bell,COMPLETE
422,0.7636363636363637,2025-10-01 12:57:01.426397,2025-10-01 12:57:17.181206,0 days 00:00:15.754809,hamacher,0.0006096178095402876,4,4,gaussian,COMPLETE
423,0.6654545454545454,2025-10-01 12:57:17.181766,2025-10-01 12:57:31.895786,0 days 00:00:14.714020,hamacher,0.0002962302023824573,4,3,sigmoid,COMPLETE
424,0.609090909090909,2025-10-01 12:57:31.896270,2025-10-01 12:57:50.341282,0 days 00:00:18.445012,hamacher,5.850214784436331e-05,4,5,bell,COMPLETE
425,0.7454545454545454,2025-10-01 12:57:50.341860,2025-10-01 12:58:08.796249,0 days 00:00:18.454389,hamacher,0.0002628531960666563,4,5,bell,COMPLETE
426,0.8399999999999999,2025-10-01 12:58:08.796746,2025-10-01 12:58:26.183311,0 days 00:00:17.386565,prod,0.0006753063774095266,4,4,bell,COMPLETE
427,0.8218181818181817,2025-10-01 12:58:26.183706,2025-10-01 12:58:44.644510,0 days 00:00:18.460804,hamacher,0.0009172322123105752,4,5,bell,COMPLETE
428,0.7654545454545454,2025-10-01 12:58:44.645090,2025-10-01 12:59:03.088198,0 days 00:00:18.443108,hamacher,0.0006144319278433417,4,5,bell,COMPLETE
429,0.8,2025-10-01 12:59:03.088724,2025-10-01 12:59:16.932695,0 days 00:00:13.843971,prod,0.0007321508776773034,2,4,sigmoid,COMPLETE
430,0.8399999999999999,2025-10-01 12:59:16.933230,2025-10-01 12:59:34.507134,0 days 00:00:17.573904,prod,0.0008312090350676239,4,5,bell,COMPLETE
431,0.7472727272727273,2025-10-01 12:59:34.507638,2025-10-01 12:59:50.390200,0 days 00:00:15.882562,hamacher,0.00016232411061428887,2,5,gaussian,COMPLETE
432,0.8,2025-10-01 12:59:50.390779,2025-10-01 13:00:07.984032,0 days 00:00:17.593253,prod,0.0005731374923212286,4,5,bell,COMPLETE
433,0.8399999999999999,2025-10-01 13:00:07.984534,2025-10-01 13:00:25.503104,0 days 00:00:17.518570,prod,0.0007476919408221949,3,5,bell,COMPLETE
434,0.7454545454545455,2025-10-01 13:00:25.503491,2025-10-01 13:00:44.320549,0 days 00:00:18.817058,frank,0.0006575794057293052,3,4,bell,COMPLETE
435,0.7672727272727272,2025-10-01 13:00:44.321133,2025-10-01 13:01:01.853283,0 days 00:00:17.532150,prod,0.0003193469959900214,3,5,bell,COMPLETE
436,0.6309090909090909,2025-10-01 13:01:01.853811,2025-10-01 13:01:15.690998,0 days 00:00:13.837187,prod,0.0009951465116814636,4,2,sigmoid,COMPLETE
437,0.82,2025-10-01 13:01:15.691552,2025-10-01 13:01:33.222187,0 days 00:00:17.530635,prod,0.0007847996236668766,3,5,bell,COMPLETE
438,0.7854545454545454,2025-10-01 13:01:33.222694,2025-10-01 13:01:50.719398,0 days 00:00:17.496704,prod,0.0008744152909100417,2,5,bell,COMPLETE
439,0.76,2025-10-01 13:01:50.719961,2025-10-01 13:02:05.704999,0 days 00:00:14.985038,prod,0.000244432007880527,3,4,gaussian,COMPLETE
440,0.8399999999999999,2025-10-01 13:02:05.705395,2025-10-01 13:02:23.235829,0 days 00:00:17.530434,prod,0.000523412835180062,3,5,bell,COMPLETE
441,0.7654545454545454,2025-10-01 13:02:23.236359,2025-10-01 13:02:40.744996,0 days 00:00:17.508637,prod,0.0003968241606397579,3,4,bell,COMPLETE
442,0.8399999999999999,2025-10-01 13:02:40.745537,2025-10-01 13:02:58.269372,0 days 00:00:17.523835,prod,0.0006213402810208372,3,5,bell,COMPLETE
443,0.5745454545454545,2025-10-01 13:02:58.269886,2025-10-01 13:03:12.297553,0 days 00:00:14.027667,luka,0.0007051986536332632,3,5,sigmoid,COMPLETE
444,0.8399999999999999,2025-10-01 13:03:12.298096,2025-10-01 13:03:29.828565,0 days 00:00:17.530469,prod,0.00035443765246226166,3,5,bell,COMPLETE
445,0.6618181818181819,2025-10-01 13:03:29.829072,2025-10-01 13:03:48.189715,0 days 00:00:18.360643,hamacher,0.00011307482119834601,3,4,bell,COMPLETE
446,0.82,2025-10-01 13:03:48.190280,2025-10-01 13:04:05.682358,0 days 00:00:17.492078,prod,0.0007869470954778452,2,5,bell,COMPLETE
447,0.7854545454545454,2025-10-01 13:04:05.682753,2025-10-01 13:04:23.214979,0 days 00:00:17.532226,prod,0.00045562882693658553,3,5,bell,COMPLETE
448,0.8218181818181817,2025-10-01 13:04:23.215484,2025-10-01 13:04:38.444254,0 days 00:00:15.228770,prod,0.0005556472076698256,4,5,gaussian,COMPLETE
449,0.8399999999999999,2025-10-01 13:04:38.444826,2025-10-01 13:04:55.968951,0 days 00:00:17.524125,prod,0.0006629776095544474,3,5,bell,COMPLETE
450,0.6709090909090909,2025-10-01 13:04:55.969460,2025-10-01 13:05:09.827997,0 days 00:00:13.858537,prod,0.000915556656143787,3,4,sigmoid,COMPLETE
451,0.8399999999999999,2025-10-01 13:05:09.828545,2025-10-01 13:05:27.360575,0 days 00:00:17.532030,prod,0.0008358999212048785,3,5,bell,COMPLETE
452,0.8,2025-10-01 13:05:27.360985,2025-10-01 13:05:44.866160,0 days 00:00:17.505175,prod,0.0002821116039383009,3,5,bell,COMPLETE
453,0.82,2025-10-01 13:05:44.866667,2025-10-01 13:06:03.696936,0 days 00:00:18.830269,frank,0.0002135228964984053,3,5,bell,COMPLETE
454,0.7836363636363636,2025-10-01 13:06:03.697502,2025-10-01 13:06:21.189973,0 days 00:00:17.492471,prod,0.0007376524055940249,3,4,bell,COMPLETE
455,0.7636363636363637,2025-10-01 13:06:21.190486,2025-10-01 13:06:38.684090,0 days 00:00:17.493604,prod,0.0005993237281423367,2,5,bell,COMPLETE
456,0.8,2025-10-01 13:06:38.684659,2025-10-01 13:06:53.483552,0 days 00:00:14.798893,min,0.000187861965576997,3,5,gaussian,COMPLETE
457,0.5327272727272727,2025-10-01 13:06:53.484056,2025-10-01 13:07:07.236617,0 days 00:00:13.752561,prod,7.93167069131261e-05,4,4,sigmoid,COMPLETE
458,0.7418181818181818,2025-10-01 13:07:07.237009,2025-10-01 13:07:25.620158,0 days 00:00:18.383149,hamacher,0.0007363254144827107,5,3,bell,COMPLETE
459,0.82,2025-10-01 13:07:25.620738,2025-10-01 13:07:43.156822,0 days 00:00:17.536084,prod,0.0006505235133833519,3,5,bell,COMPLETE
460,0.749090909090909,2025-10-01 13:07:43.157339,2025-10-01 13:08:00.696264,0 days 00:00:17.538925,prod,0.0008178310465144997,3,5,bell,COMPLETE
461,0.78,2025-10-01 13:08:00.696831,2025-10-01 13:08:18.079922,0 days 00:00:17.383091,min,0.0004812960096273051,3,4,bell,COMPLETE
462,0.8,2025-10-01 13:08:18.080426,2025-10-01 13:08:35.605758,0 days 00:00:17.525332,prod,0.0009144257781883555,3,5,bell,COMPLETE
463,0.8399999999999999,2025-10-01 13:08:35.606494,2025-10-01 13:08:49.455550,0 days 00:00:13.849056,prod,0.0006866068988709641,2,5,sigmoid,COMPLETE
464,0.8399999999999999,2025-10-01 13:08:49.456053,2025-10-01 13:09:07.025448,0 days 00:00:17.569395,prod,0.0005989737491316733,4,5,bell,COMPLETE
465,0.3890909090909091,2025-10-01 13:09:07.025848,2025-10-01 13:09:24.546560,0 days 00:00:17.520712,prod,1.5359689913325152e-05,3,5,bell,COMPLETE
466,0.8399999999999999,2025-10-01 13:09:24.547144,2025-10-01 13:09:39.324829,0 days 00:00:14.777685,min,0.000782403738099126,3,4,gaussian,COMPLETE
467,0.27454545454545454,2025-10-01 13:09:39.325345,2025-10-01 13:09:56.987837,0 days 00:00:17.662492,luka,0.00026859740672736634,3,5,bell,COMPLETE
468,0.7854545454545454,2025-10-01 13:09:56.988396,2025-10-01 13:10:14.513247,0 days 00:00:17.524851,prod,0.00031626409642561827,3,5,bell,COMPLETE
469,0.6672727272727272,2025-10-01 13:10:14.513759,2025-10-01 13:10:32.042826,0 days 00:00:17.529067,prod,0.0002317116697949446,3,5,bell,COMPLETE
470,0.801818181818182,2025-10-01 13:10:32.043388,2025-10-01 13:10:45.880927,0 days 00:00:13.837539,prod,0.0005548198508530517,2,4,sigmoid,COMPLETE
471,0.7854545454545454,2025-10-01 13:10:45.881326,2025-10-01 13:11:03.308846,0 days 00:00:17.427520,min,0.0006944219689507913,3,5,bell,COMPLETE
472,0.8018181818181818,2025-10-01 13:11:03.309367,2025-10-01 13:11:20.809377,0 days 00:00:17.500010,prod,0.0008762382507320093,3,4,bell,COMPLETE
473,0.4036363636363637,2025-10-01 13:11:20.809954,2025-10-01 13:11:39.215756,0 days 00:00:18.405802,hamacher,3.123322017761861e-05,3,5,bell,COMPLETE
474,0.761818181818182,2025-10-01 13:11:39.216272,2025-10-01 13:11:54.352575,0 days 00:00:15.136303,prod,0.0006272177402002883,4,5,gaussian,COMPLETE
475,0.8,2025-10-01 13:11:54.353146,2025-10-01 13:12:11.872181,0 days 00:00:17.519035,prod,0.00035958171124146913,3,5,bell,COMPLETE
476,0.7654545454545454,2025-10-01 13:12:11.872699,2025-10-01 13:12:29.114081,0 days 00:00:17.241382,min,0.0007575941762029174,3,3,bell,COMPLETE
477,0.8218181818181817,2025-10-01 13:12:29.114674,2025-10-01 13:12:43.003540,0 days 00:00:13.888866,prod,0.0008321640443895276,3,5,sigmoid,COMPLETE
478,0.82,2025-10-01 13:12:43.003953,2025-10-01 13:13:01.718410,0 days 00:00:18.714457,frank,0.0009845085447082469,4,4,bell,COMPLETE
479,0.8399999999999999,2025-10-01 13:13:01.718943,2025-10-01 13:13:19.227187,0 days 00:00:17.508244,prod,0.0006571140273896149,2,5,bell,COMPLETE
480,0.82,2025-10-01 13:13:19.227756,2025-10-01 13:13:36.757148,0 days 00:00:17.529392,prod,0.0007370447043666284,3,5,bell,COMPLETE
481,0.8218181818181819,2025-10-01 13:13:36.757673,2025-10-01 13:13:54.157211,0 days 00:00:17.399538,min,0.0005504900308429195,3,4,bell,COMPLETE
482,0.7854545454545454,2025-10-01 13:13:54.157780,2025-10-01 13:14:11.685830,0 days 00:00:17.528050,prod,0.0004130381137226332,3,5,bell,COMPLETE
483,0.8399999999999999,2025-10-01 13:14:11.686347,2025-10-01 13:14:26.861571,0 days 00:00:15.175224,prod,0.0008667439688285073,3,5,gaussian,COMPLETE
484,0.5127272727272727,2025-10-01 13:14:26.861978,2025-10-01 13:14:40.750910,0 days 00:00:13.888932,prod,0.0001291905918516881,3,5,sigmoid,COMPLETE
485,0.6872727272727273,2025-10-01 13:14:40.751461,2025-10-01 13:14:58.131445,0 days 00:00:17.379984,min,0.0003062963799630002,3,4,bell,COMPLETE
486,0.8399999999999999,2025-10-01 13:14:58.131961,2025-10-01 13:15:15.673363,0 days 00:00:17.541402,prod,0.0006925767167515006,3,5,bell,COMPLETE
487,0.8399999999999999,2025-10-01 13:15:15.673955,2025-10-01 13:15:33.261069,0 days 00:00:17.587114,prod,0.0005035813195688762,4,5,bell,COMPLETE
488,0.8,2025-10-01 13:15:33.261576,2025-10-01 13:15:51.587066,0 days 00:00:18.325490,hamacher,0.0007881712333211445,2,4,bell,COMPLETE
489,0.7472727272727273,2025-10-01 13:15:51.587664,2025-10-01 13:16:09.110404,0 days 00:00:17.522740,prod,0.0005924802487628168,3,5,bell,COMPLETE
490,0.82,2025-10-01 13:16:09.110916,2025-10-01 13:16:22.993650,0 days 00:00:13.882734,prod,0.000908954379157933,3,5,sigmoid,COMPLETE
491,0.8399999999999999,2025-10-01 13:16:22.994050,2025-10-01 13:16:40.410804,0 days 00:00:17.416754,min,0.0006449192163295732,3,5,bell,COMPLETE
492,0.8036363636363635,2025-10-01 13:16:40.411381,2025-10-01 13:16:55.507168,0 days 00:00:15.095787,prod,0.00025434970992754537,4,5,gaussian,COMPLETE
493,0.76,2025-10-01 13:16:55.507680,2025-10-01 13:17:13.012365,0 days 00:00:17.504685,prod,0.00033484737694714704,3,4,bell,COMPLETE
494,0.27454545454545454,2025-10-01 13:17:13.012936,2025-10-01 13:17:30.679040,0 days 00:00:17.666104,luka,0.0007157856119963332,3,5,bell,COMPLETE
495,0.8399999999999999,2025-10-01 13:17:30.679549,2025-10-01 13:17:48.173959,0 days 00:00:17.494410,prod,0.0007929537958713639,2,5,bell,COMPLETE
496,0.7799999999999999,2025-10-01 13:17:48.174368,2025-10-01 13:18:05.566727,0 days 00:00:17.392359,min,0.00027796550991580253,3,4,bell,COMPLETE
497,0.8399999999999999,2025-10-01 13:18:05.567336,2025-10-01 13:18:19.486197,0 days 00:00:13.918861,prod,0.0009998710147135484,3,5,sigmoid,COMPLETE
498,0.8399999999999999,2025-10-01 13:18:19.486741,2025-10-01 13:18:37.013795,0 days 00:00:17.527054,prod,0.0006126458552122725,3,5,bell,COMPLETE
499,0.82,2025-10-01 13:18:37.014355,2025-10-01 13:18:54.542905,0 days 00:00:17.528550,prod,0.000832409430418802,3,5,bell,COMPLETE
